"","GEOID","full_geoid","male_white_age18to19","male_white_age20to24","male_white_age25to29","male_white_age30to34","male_white_age35to44","male_white_age45to54","male_white_age55to64","male_white_age65to74","male_white_age75to84","male_white_age85over","female_white_age18to19","female_white_age20to24","female_white_age25to29","female_white_age30to34","female_white_age35to44","female_white_age45to54","female_white_age55to64","female_white_age65to74","female_white_age75to84","female_white_age85over","male_black_age18to19","male_black_age20to24","male_black_age25to29","male_black_age30to34","male_black_age35to44","male_black_age45to54","male_black_age55to64","male_black_age65to74","male_black_age75to84","male_black_age85over","female_black_age18to19","female_black_age20to24","female_black_age25to29","female_black_age30to34","female_black_age35to44","female_black_age45to54","female_black_age55to64","female_black_age65to74","female_black_age75to84","female_black_age85over","male_aian_age18to19","male_aian_age20to24","male_aian_age25to29","male_aian_age30to34","male_aian_age35to44","male_aian_age45to54","male_aian_age55to64","male_aian_age65to74","male_aian_age75to84","male_aian_age85over","female_aian_age18to19","female_aian_age20to24","female_aian_age25to29","female_aian_age30to34","female_aian_age35to44","female_aian_age45to54","female_aian_age55to64","female_aian_age65to74","female_aian_age75to84","female_aian_age85over","male_asian_age18to19","male_asian_age20to24","male_asian_age25to29","male_asian_age30to34","male_asian_age35to44","male_asian_age45to54","male_asian_age55to64","male_asian_age65to74","male_asian_age75to84","male_asian_age85over","female_asian_age18to19","female_asian_age20to24","female_asian_age25to29","female_asian_age30to34","female_asian_age35to44","female_asian_age45to54","female_asian_age55to64","female_asian_age65to74","female_asian_age75to84","female_asian_age85over","male_nhpi_age18to19","male_nhpi_age20to24","male_nhpi_age25to29","male_nhpi_age30to34","male_nhpi_age35to44","male_nhpi_age45to54","male_nhpi_age55to64","male_nhpi_age65to74","male_nhpi_age75to84","male_nhpi_age85over","female_nhpi_age18to19","female_nhpi_age20to24","female_nhpi_age25to29","female_nhpi_age30to34","female_nhpi_age35to44","female_nhpi_age45to54","female_nhpi_age55to64","female_nhpi_age65to74","female_nhpi_age75to84","female_nhpi_age85over","male_other_age18to19","male_other_age20to24","male_other_age25to29","male_other_age30to34","male_other_age35to44","male_other_age45to54","male_other_age55to64","male_other_age65to74","male_other_age75to84","male_other_age85over","female_other_age18to19","female_other_age20to24","female_other_age25to29","female_other_age30to34","female_other_age35to44","female_other_age45to54","female_other_age55to64","female_other_age65to74","female_other_age75to84","female_other_age85over","male_mixed_age18to19","male_mixed_age20to24","male_mixed_age25to29","male_mixed_age30to34","male_mixed_age35to44","male_mixed_age45to54","male_mixed_age55to64","male_mixed_age65to74","male_mixed_age75to84","male_mixed_age85over","female_mixed_age18to19","female_mixed_age20to24","female_mixed_age25to29","female_mixed_age30to34","female_mixed_age35to44","female_mixed_age45to54","female_mixed_age55to64","female_mixed_age65to74","female_mixed_age75to84","female_mixed_age85over","male_w_nothisp_age18to19","male_w_nothisp_age20to24","male_w_nothisp_age25to29","male_w_nothisp_age30to34","male_w_nothisp_age35to44","male_w_nothisp_age45to54","male_w_nothisp_age55to64","male_w_nothisp_age65to74","male_w_nothisp_age75to84","male_w_nothisp_age85over","female_w_nothisp_age18to19","female_w_nothisp_age20to24","female_w_nothisp_age25to29","female_w_nothisp_age30to34","female_w_nothisp_age35to44","female_w_nothisp_age45to54","female_w_nothisp_age55to64","female_w_nothisp_age65to74","female_w_nothisp_age75to84","female_w_nothisp_age85over","male_hisp_age18to19","male_hisp_age20to24","male_hisp_age25to29","male_hisp_age30to34","male_hisp_age35to44","male_hisp_age45to54","male_hisp_age55to64","male_hisp_age65to74","male_hisp_age75to84","male_hisp_age85over","female_hisp_age18to19","female_hisp_age20to24","female_hisp_age25to29","female_hisp_age30to34","female_hisp_age35to44","female_hisp_age45to54","female_hisp_age55to64","female_hisp_age65to74","female_hisp_age75to84","female_hisp_age85over","BLACK_FEMALE","BLACK_MALE","BLACK_TOTAL","BLACK_18_to_24","BLACK_25_to_34","BLACK_35_to_44","BLACK_45_to_54","BLACK_55_to_64","BLACK_65_over","HISP_FEMALE","HISP_MALE","HISP_TOTAL","HISP_18_to_24","HISP_25_to_34","HISP_35_to_44","HISP_45_to_54","HISP_55_to_64","HISP_65_over","UNDERREP_FEMALE","UNDERREP_MALE","UNDERREP_TOTAL","UNDERREP_18_to_24","UNDERREP_25_to_34","UNDERREP_35_to_44","UNDERREP_45_to_54","UNDERREP_55_to_64","UNDERREP_65_over"
"384","54499","ZCTA5 54499",12,44,69,86,167,181,255,134,82,22,26,76,59,64,215,199,209,178,98,57,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,3,4,2,4,12,0,1,0,10,42,62,81,159,177,255,134,82,22,23,76,59,64,204,193,209,178,98,57,4,2,7,5,8,4,4,0,0,0,3,0,0,0,14,6,5,0,0,0,0,11,11,11,0,0,0,6,0,23,30,53,9,12,22,10,9,0,23,41,64,20,12,22,10,15,0
"385","54514","ZCTA5 54514",24,18,47,32,85,93,194,191,82,9,10,33,9,38,70,93,249,135,83,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,3,1,0,2,0,0,24,18,47,32,85,93,194,191,82,9,10,29,9,32,70,93,249,131,83,15,0,0,0,0,0,0,0,0,2,0,0,4,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,2,16,4,6,0,0,0,6,14,2,16,4,6,0,0,0,6
"386","54526","ZCTA5 54526",4,16,18,7,46,44,71,54,26,9,3,11,12,8,37,48,71,53,22,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,18,7,46,44,71,54,26,7,3,11,12,8,37,48,71,53,22,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,11,11,0,0,0,11,0,0,3,2,5,0,0,3,0,0,2,3,13,16,0,0,3,11,0,2
"387","54564","ZCTA5 54564",0,8,8,3,11,40,37,35,25,7,3,5,2,9,10,29,41,26,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,8,3,11,40,37,35,25,7,3,5,2,9,10,29,41,26,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"388","54616","ZCTA5 54616",17,59,73,58,139,149,176,133,66,16,37,87,49,90,158,141,137,112,73,76,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,1,0,3,0,0,2,0,17,59,71,56,137,148,159,133,66,16,37,87,49,90,158,141,126,106,73,76,0,0,2,2,6,1,17,7,0,0,0,0,0,3,0,0,11,6,0,0,0,6,6,6,0,0,0,0,0,9,18,27,0,7,6,1,28,13,9,24,33,6,7,6,1,28,13
"389","54622","ZCTA5 54622",12,20,55,88,83,125,162,162,43,28,21,18,52,62,98,116,187,93,72,31,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,0,12,19,55,86,81,125,162,162,43,28,21,18,52,62,97,116,186,93,72,31,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,4,0,4,0,0,0,0,1,5,6,1,2,3,0,1,0,1,9,10,1,6,3,0,1,0
"390","54626","ZCTA5 54626",18,58,33,51,40,73,113,108,28,16,9,20,28,43,51,69,84,92,52,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,8,0,4,0,0,0,18,58,33,51,40,73,113,108,28,16,9,20,28,43,48,69,84,92,52,4,0,0,0,0,0,0,0,2,0,0,0,0,0,4,3,0,0,0,0,0,0,2,2,0,0,0,0,0,2,7,2,9,0,4,3,0,0,2,7,4,11,0,4,3,0,0,4
"391","54627","ZCTA5 54627",26,39,32,39,73,129,175,126,36,13,13,42,31,39,80,115,153,99,76,12,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,26,39,32,39,73,129,175,126,36,13,13,42,31,39,80,115,153,99,76,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,1,7,4,0,0,3,0,0
"392","54631","ZCTA5 54631",17,47,30,55,46,121,151,117,60,19,28,36,21,38,93,112,127,109,61,28,0,5,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,17,47,30,50,46,121,151,117,60,19,28,29,21,31,90,105,127,109,61,28,0,4,0,5,0,0,0,0,0,0,0,7,0,7,3,7,0,0,0,0,3,7,10,5,0,1,4,0,0,24,9,33,11,12,3,7,0,0,27,16,43,16,12,4,11,0,0
"393","54639","ZCTA5 54639",24,35,30,84,212,105,186,161,105,8,19,36,67,84,127,103,154,196,50,22,0,2,2,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,35,30,84,212,105,186,161,105,8,19,36,63,84,127,103,154,196,50,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,10,10,2,2,0,0,8,6,5,0,5,0,4,0,0,0,1,5,10,15,2,6,0,0,8,7
"394","54656","ZCTA5 54656",167,433,405,431,876,1226,1303,947,387,139,121,330,550,477,969,1097,1238,890,475,213,7,5,1,78,7,55,8,0,0,2,3,2,1,65,13,8,0,9,0,0,7,5,1,78,7,55,8,0,0,2,3,2,1,65,13,8,0,9,0,0,0,2,0,36,0,0,11,0,0,0,1,1,38,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,19,35,0,0,0,0,0,7,34,9,12,20,3,0,0,0,13,11,1,14,3,7,14,0,0,0,0,0,0,0,0,10,26,17,0,0,160,378,405,409,851,1224,1289,942,384,139,116,302,549,456,937,1073,1233,866,473,213,19,55,2,37,44,37,18,5,3,0,7,29,35,30,44,44,8,29,2,0,101,155,256,17,145,20,63,8,11,220,202,422,110,104,88,81,26,39,321,357,678,127,249,108,144,34,50
"395","54660","ZCTA5 54660",216,353,490,524,928,955,1041,733,389,112,147,465,299,533,836,862,1068,676,320,373,0,2,15,2,22,4,71,17,0,0,0,23,0,7,32,19,11,7,0,0,0,2,15,2,22,4,71,17,0,0,0,23,0,7,32,19,11,7,0,0,0,0,3,0,0,0,18,0,0,0,0,0,6,38,3,18,31,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,33,39,19,32,0,0,0,0,0,41,0,0,0,3,0,0,0,4,2,2,22,5,5,0,0,15,0,0,4,7,19,11,14,5,2,0,0,182,353,488,513,924,915,1041,730,389,111,147,465,297,512,829,858,1068,676,320,373,39,0,2,44,33,59,32,4,0,1,0,0,43,21,20,4,3,0,0,0,88,62,150,25,24,54,23,82,24,88,182,270,39,110,53,63,35,5,176,244,420,64,134,107,86,117,29
"396","54731","ZCTA5 54731",7,19,8,13,25,61,78,49,20,3,12,13,13,7,37,38,69,42,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,19,8,13,25,61,78,49,20,3,12,13,13,7,37,38,69,42,23,0,0,5,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,5,3,4,0,0,0,0,12,12,5,3,4,0,0,0
"397","54737","ZCTA5 54737",2,21,28,5,39,39,29,22,21,10,6,10,13,5,45,19,30,41,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,28,5,39,39,29,22,21,10,6,10,13,5,45,19,30,41,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"398","54772","ZCTA5 54772",1,36,22,54,76,57,75,65,26,8,15,10,24,57,58,69,80,47,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,36,22,54,74,57,75,65,26,8,15,10,23,54,58,63,80,47,17,18,0,0,0,0,2,0,0,0,0,0,0,1,1,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,13,1,4,2,6,0,0,11,2,13,1,4,2,6,0,0
"399","54812","ZCTA5 54812",66,150,149,178,242,341,268,192,87,31,30,222,143,148,240,289,383,188,114,113,57,0,0,0,0,11,43,12,12,0,0,23,112,0,0,94,24,0,0,0,57,0,0,0,0,11,43,12,12,0,0,23,112,0,0,94,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,11,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,66,150,149,159,242,341,246,192,87,31,30,206,135,137,236,289,353,188,114,113,0,0,0,71,11,0,29,0,0,0,0,39,8,11,4,0,38,0,0,0,229,92,321,80,112,0,105,67,24,62,82,144,39,90,15,0,67,0,291,174,465,119,202,15,105,134,24
"400","54824","ZCTA5 54824",6,119,52,59,83,183,224,135,78,0,14,82,26,51,94,179,177,113,84,10,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,119,52,59,83,183,224,135,78,0,14,82,26,51,94,179,177,110,84,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,0,3,2,0,0,0,3,0,3,0,0,0,0,2,3,3,5,8,0,3,2,0,2,3
"401","54846","ZCTA5 54846",0,2,6,18,26,34,37,37,25,7,7,2,5,9,32,21,49,36,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,18,24,34,37,37,25,7,7,2,5,9,32,15,49,36,7,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8,0,0,2,6,0,0,6,2,8,0,0,2,6,0,0
"402","54864","ZCTA5 54864",19,19,32,26,82,90,116,64,30,8,16,22,31,19,85,89,96,51,29,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,19,32,26,82,90,116,64,30,8,16,22,31,19,85,89,93,51,29,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,4,6,10,0,0,10,0,0,0,0,2,2,0,0,0,0,3,2,4,8,12,0,0,10,0,3,2
"403","54870","ZCTA5 54870",15,22,25,30,41,117,133,187,60,20,15,36,23,31,41,103,144,175,71,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,14,22,25,25,41,117,133,187,60,20,13,36,23,29,40,103,144,174,71,14,1,0,0,5,0,0,0,0,0,0,2,0,0,2,1,0,0,1,0,0,6,0,6,0,0,0,0,0,6,6,6,12,3,7,1,0,0,1,12,6,18,3,7,1,0,0,7
"404","54927","ZCTA5 54927",0,34,31,22,25,45,29,37,12,0,12,6,37,17,12,23,43,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,31,22,25,45,29,37,12,0,12,6,37,17,12,23,43,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"405","54945","ZCTA5 54945",29,90,79,72,181,274,270,201,178,47,28,39,57,69,186,241,266,170,158,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,29,90,71,72,167,274,270,198,178,47,28,39,57,69,173,241,266,168,158,64,0,0,8,0,14,0,0,3,0,0,0,0,0,0,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,25,40,0,8,27,0,0,5,15,25,40,0,8,27,0,0,5
"406","54962","ZCTA5 54962",14,23,19,24,80,86,108,86,36,3,3,10,30,27,45,85,102,68,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,14,23,19,24,77,86,108,86,36,3,3,10,30,23,45,85,102,68,34,1,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,4,3,0,0,0,4,3,7,0,4,3,0,0,0
"407","54984","ZCTA5 54984",20,73,80,47,150,199,285,227,149,77,27,69,36,69,95,225,296,275,148,67,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,3,23,4,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,18,71,77,44,150,198,282,217,149,77,27,66,32,69,95,221,295,275,148,67,12,2,14,6,23,5,3,10,0,0,0,3,6,0,0,7,3,0,0,0,10,0,10,0,2,0,0,6,8,16,72,88,17,26,23,12,6,10,26,72,98,17,28,23,12,12,18
"408","54517","ZCTA5 54517",0,0,0,5,0,0,10,26,8,0,0,1,0,5,2,2,17,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,26,8,0,0,1,0,5,2,2,17,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"409","54534","ZCTA5 54534",14,63,46,27,114,165,226,160,90,26,12,37,53,48,105,188,173,163,115,85,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,2,0,0,0,1,0,0,0,5,0,4,0,0,14,63,46,27,105,159,226,160,90,26,12,37,53,48,105,187,173,163,115,85,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,1,0,0,2,0,0,1,15,16,0,0,9,7,0,0,1,18,19,1,0,9,9,0,0
"410","53583","ZCTA5 53583",58,77,154,156,428,372,473,276,146,60,61,85,127,203,344,540,421,379,175,109,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,44,0,0,0,6,0,0,0,0,0,0,0,0,0,33,8,0,0,0,0,0,0,0,0,24,13,0,0,0,0,0,0,4,0,21,0,2,8,2,0,58,77,122,154,426,361,471,276,146,60,49,83,127,174,308,522,421,379,175,109,44,0,32,2,44,11,2,0,0,7,12,2,0,29,69,26,0,0,0,0,0,12,12,0,0,12,0,0,0,138,140,278,58,63,113,37,2,7,138,152,290,58,63,125,37,2,7
