"","GEOID","full_geoid","male_white_total","male_white_less_hs","male_white_hs_grad","male_white_some_college","male_white_bs","female_white_total","female_white_less_hs","female_white_hs_grad","female_white_some_college","female_white_bs","male_black_total","male_black_less_hs","male_black_hs_grad","male_black_some_college","male_black_bs","female_black_total","female_black_less_hs","female_black_hs_grad","female_black_some_college","female_black_bs","male_aian_total","male_aian_less_hs","male_aian_hs_grad","male_aian_some_college","male_aian_bs","female_aian_total","female_aian_less_hs","female_aian_hs_grad","female_aian_some_college","female_aian_bs","male_asian_total","male_asian_less_hs","male_asian_hs_grad","male_asian_some_college","male_asian_bs","female_asian_total","female_asian_less_hs","female_asian_hs_grad","female_asian_some_college","female_asian_bs","male_nhpi_total","male_nhpi_less_hs","male_nhpi_hs_grad","male_nhpi_some_college","male_nhpi_bs","female_nhpi_total","female_nhpi_less_hs","female_nhpi_hs_grad","female_nhpi_some_college","female_nhpi_bs","male_other_total","male_other_less_hs","male_other_hs_grad","male_other_some_college","male_other_bs","female_other_total","female_other_less_hs","female_other_hs_grad","female_other_some_college","female_other_bs","male_mixed_total","male_mixed_less_hs","male_mixed_hs_grad","male_mixed_some_college","male_mixed_bs","female_mixed_total","female_mixed_less_hs","female_mixed_hs_grad","female_mixed_some_college","female_mixed_bs","male_w_nothisp_total","male_w_nothisp_less_hs","male_w_nothisp_hs_grad","male_w_nothisp_some_college","male_w_nothisp_bs","female_w_nothisp_total","female_w_nothisp_less_hs","female_w_nothisp_hs_grad","female_w_nothisp_some_college","female_w_nothisp_bs","male_hisp_total","male_hisp_less_hs","male_hisp_hs_grad","male_hisp_some_college","male_hisp_bs","female_hisp_total","female_hisp_less_hs","female_hisp_hs_grad","female_hisp_some_college","female_hisp_bs","BLACK_TOTAL","BLACK_FEMALE","BLACK_MALE","BLACK_LESS_HS_TOTAL","BLACK_HS_TOTAL","BLACK_SOME_COLLEGE_TOTAL","BLACK_COLLEGE_TOTAL","HISP_TOTAL","HISP_FEMALE","HISP_MALE","HISP_LESS_HS_TOTAL","HISP_HS_TOTAL","HISP_SOME_COLLEGE_TOTAL","HISP_COLLEGE_TOTAL","UNDERREP_TOTAL","UNDERREP_FEMALE_TOTAL","UNDERREP_MALE","UNDERREP_LESS_HS_TOTAL","UNDERREP_HS_TOTAL","UNDERREP_SOME_COLLEGE_TOTAL","UNDERREP_COLLEGE_TOTAL"
"134","53223","ZCTA5 53223",3953,152,1251,1133,1417,4401,161,1185,1432,1623,3662,605,1211,1337,509,5841,682,1602,2069,1488,16,0,13,3,0,2,0,2,0,0,703,84,209,232,178,755,306,82,199,168,0,0,0,0,0,0,0,0,0,0,144,46,62,21,15,145,57,12,30,46,207,14,80,77,36,182,34,0,54,94,3768,152,1179,1030,1407,4213,154,1139,1397,1523,371,49,154,143,25,315,72,58,65,120,9503,5841,3662,1287,2813,3406,1997,686,315,371,121,212,208,145,10189,6156,4033,1408,3025,3614,2142
"135","53226","ZCTA5 53226",5441,212,692,1276,3261,6341,124,1049,1711,3457,181,21,23,83,54,301,14,127,49,111,23,0,0,23,0,24,0,0,24,0,388,0,12,21,355,408,0,8,35,365,0,0,0,0,0,0,0,0,0,0,96,0,21,51,24,30,8,7,15,0,127,15,36,10,66,118,0,0,38,80,5312,172,682,1265,3193,6226,124,1035,1632,3435,287,55,39,70,123,160,8,21,103,28,482,301,181,35,150,132,165,447,160,287,63,60,173,151,929,461,468,98,210,305,316
"136","53235","ZCTA5 53235",3249,85,1308,1075,781,3607,377,1013,1013,1204,27,1,14,0,12,129,1,3,68,57,0,0,0,0,0,30,0,12,0,18,80,0,0,29,51,74,0,15,15,44,0,0,0,0,0,17,0,0,0,17,134,21,55,52,6,86,13,33,6,34,60,11,0,18,31,56,0,0,13,43,2972,58,1160,1012,742,3404,284,959,972,1189,408,48,203,115,42,316,106,87,60,63,156,129,27,2,17,68,69,724,316,408,154,290,175,105,880,445,435,156,307,243,174
"137","53515","ZCTA5 53515",808,23,227,278,280,831,15,258,238,320,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,13,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,8,4,0,4,0,10,0,0,0,10,798,20,223,278,277,828,15,258,235,320,14,7,4,0,3,14,0,8,3,3,3,3,0,0,0,0,3,28,14,14,7,12,3,6,31,17,14,7,12,3,9
"138","53530","ZCTA5 53530",1444,157,712,361,214,1449,133,464,544,308,18,0,0,18,0,26,26,0,0,0,4,0,4,0,0,0,0,0,0,0,18,0,0,0,18,18,0,0,0,18,0,0,0,0,0,0,0,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1349,142,634,359,214,1380,120,434,537,289,102,20,80,2,0,69,13,30,7,19,44,26,18,26,0,18,0,171,69,102,33,110,9,19,215,95,120,59,110,27,19
"139","53532","ZCTA5 53532",4966,150,1135,1775,1906,5372,153,1167,2092,1960,24,0,24,0,0,15,0,0,0,15,10,0,10,0,0,50,0,16,0,34,23,0,0,0,23,152,0,78,26,48,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,18,0,0,0,18,73,0,0,22,51,39,6,0,24,9,4857,112,1097,1765,1883,5283,134,1152,2073,1924,127,38,56,10,23,116,19,15,19,63,39,15,24,0,24,0,15,243,116,127,57,71,29,86,282,131,151,57,95,29,101
"140","53538","ZCTA5 53538",6003,620,2215,1972,1196,6566,630,1978,2197,1761,97,0,84,9,4,34,12,0,18,4,20,0,7,6,7,5,0,0,0,5,3,0,0,3,0,90,0,47,43,0,0,0,0,0,0,0,0,0,0,0,99,8,64,27,0,117,48,27,28,14,168,15,21,88,44,102,0,40,41,21,5829,500,2186,1947,1196,6324,497,1940,2158,1729,309,143,109,55,2,370,181,65,67,57,131,34,97,12,84,27,8,679,370,309,324,174,122,59,810,404,406,336,258,149,67
"141","53540","ZCTA5 53540",65,0,44,18,3,57,4,36,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,44,18,3,57,4,36,14,3,6,6,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,18,12,6,18,0,0,0,18,12,6,18,0,0,0
"142","54015","ZCTA5 54015",1165,52,385,457,271,1184,43,351,371,419,3,1,2,0,0,5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,16,0,0,16,0,20,0,4,5,11,1151,52,385,443,271,1160,41,346,358,415,15,0,0,14,1,24,2,5,13,4,8,5,3,1,2,4,1,39,24,15,2,5,27,5,47,29,18,3,7,31,6
"143","54016","ZCTA5 54016",10449,266,1790,3379,5014,10960,241,2158,3575,4986,88,0,0,18,70,86,0,0,66,20,12,0,0,0,12,0,0,0,0,0,67,0,0,6,61,139,39,43,11,46,0,0,0,0,0,0,0,0,0,0,95,83,12,0,0,76,4,5,43,24,144,0,4,112,28,57,0,3,28,26,10251,193,1744,3360,4954,10830,183,2147,3561,4939,287,150,58,19,60,201,62,11,57,71,174,86,88,0,0,84,90,488,201,287,212,69,76,131,662,287,375,212,69,160,221
"144","54023","ZCTA5 54023",1360,38,380,588,354,1246,62,315,445,424,5,2,0,0,3,12,1,0,0,11,13,0,13,0,0,5,0,0,0,5,27,0,0,14,13,17,0,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,15,3,9,3,0,0,0,0,0,0,1338,29,380,577,352,1226,51,311,440,424,25,9,3,11,2,22,11,4,5,2,17,12,5,3,0,0,14,47,22,25,20,7,16,4,64,34,30,23,7,16,18
"145","54024","ZCTA5 54024",1574,99,561,550,364,1781,76,656,633,416,10,0,0,10,0,0,0,0,0,0,10,0,4,0,6,3,0,3,0,0,4,0,0,0,4,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,3,0,0,0,0,0,0,3,0,3,0,0,2,0,2,0,0,1539,99,561,524,355,1776,76,651,633,416,40,0,5,26,9,5,0,5,0,0,10,0,10,0,0,10,0,45,5,40,0,10,26,9,55,5,50,0,10,36,9
"146","54612","ZCTA5 54612",1419,189,624,329,277,1288,83,506,424,275,10,10,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,120,65,13,0,146,60,66,8,12,0,0,0,0,0,0,0,0,0,0,1311,154,567,326,264,1215,70,468,413,264,316,165,122,16,13,219,73,104,19,23,25,15,10,10,15,0,0,535,219,316,238,226,35,36,560,234,326,248,241,35,36
"147","54621","ZCTA5 54621",469,36,192,154,87,438,29,133,164,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,4,0,467,36,192,152,87,432,29,133,158,112,5,3,0,2,0,6,0,0,6,0,0,0,0,0,0,0,0,11,6,5,3,0,8,0,11,6,5,3,0,8,0
"148","54637","ZCTA5 54637",62,4,22,20,16,67,3,16,32,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,62,4,22,20,16,67,3,16,32,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149","54651","ZCTA5 54651",407,60,185,112,50,429,42,183,147,57,10,8,2,0,0,2,0,0,2,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,0,6,3,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,15,15,0,0,0,3,0,3,0,0,3,0,0,0,3,406,60,185,112,49,429,42,183,147,57,9,8,0,0,1,15,15,0,0,0,12,2,10,8,2,2,0,24,15,9,23,0,0,1,36,17,19,31,2,2,1
"150","54967","ZCTA5 54967",141,21,56,48,16,105,0,50,24,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,25,0,23,0,2,0,0,0,0,0,141,21,56,48,16,105,0,50,24,31,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0,0,0,10,0,10,10,0,0,0
"151","54844","ZCTA5 54844",112,2,19,52,39,111,0,23,42,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,2,19,48,39,111,0,23,42,46,4,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,7,3,4,0,3,4,0,7,3,4,0,3,4,0
"152","54875","ZCTA5 54875",429,48,185,154,42,371,20,109,157,85,0,0,0,0,0,0,0,0,0,0,14,12,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,8,0,3,0,5,0,0,0,0,0,429,48,185,154,42,371,20,109,157,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153","54911","ZCTA5 54911",7989,608,2317,2208,2856,7885,424,2203,2678,2580,137,21,36,80,0,93,33,35,16,9,78,12,38,23,5,33,0,19,0,14,355,87,142,83,43,383,127,77,77,102,0,0,0,0,0,14,0,0,0,14,208,27,102,79,0,43,39,0,4,0,41,8,0,33,0,38,0,14,12,12,7754,517,2246,2183,2808,7697,354,2150,2625,2568,474,118,180,112,64,240,109,53,57,21,230,93,137,54,71,96,9,714,240,474,227,233,169,85,944,333,611,281,304,265,94
"154","54923","ZCTA5 54923",3008,349,1404,843,412,3026,307,1108,898,713,0,0,0,0,0,0,0,0,0,0,11,4,7,0,0,42,33,0,9,0,55,0,0,0,55,55,0,0,0,55,0,0,0,0,0,0,0,0,0,0,46,10,36,0,0,13,13,0,0,0,0,0,0,0,0,48,0,46,2,0,2859,268,1342,837,412,2904,275,1034,887,708,195,91,98,6,0,148,45,87,11,5,0,0,0,0,0,0,0,343,148,195,136,185,17,5,343,148,195,136,185,17,5
"155","54929","ZCTA5 54929",3060,377,1208,934,541,2983,205,1174,1016,588,1,0,1,0,0,0,0,0,0,0,89,11,6,5,67,38,8,16,0,14,0,0,0,0,0,14,5,0,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,51,4,0,47,0,48,0,11,12,25,33,0,2,6,25,3058,377,1208,932,541,2983,205,1174,1016,588,10,1,0,9,0,60,4,0,56,0,1,0,1,0,1,0,0,70,60,10,5,0,65,0,71,60,11,5,1,65,0
"156","54934","ZCTA5 54934",143,76,40,21,6,139,66,30,36,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,70,3,40,21,6,82,9,30,36,7,73,73,0,0,0,57,57,0,0,0,0,0,0,0,0,0,0,130,57,73,130,0,0,0,130,57,73,130,0,0,0
"157","54943","ZCTA5 54943",744,94,314,244,92,688,96,286,220,86,2,0,0,2,0,0,0,0,0,0,3,2,1,0,0,8,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,8,0,0,13,9,0,4,0,11,0,11,0,0,5,0,2,0,3,723,85,311,238,89,652,75,273,218,86,28,13,6,6,3,42,27,13,2,0,2,0,2,0,0,2,0,70,42,28,40,19,8,3,72,42,30,40,19,10,3
"158","54964","ZCTA5 54964",362,34,143,132,53,344,16,123,121,84,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,34,143,131,53,340,16,123,117,84,1,0,0,1,0,4,0,0,4,0,4,2,2,0,0,4,0,5,4,1,0,0,5,0,9,6,3,0,0,9,0
"159","54966","ZCTA5 54966",671,95,308,197,71,670,68,301,186,115,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,2,4,0,0,0,0,0,0,0,0,0,0,9,8,0,1,0,11,0,9,2,0,0,0,0,0,0,1,1,0,0,0,637,69,304,195,69,619,27,299,178,115,43,34,4,3,2,54,42,2,10,0,4,0,4,0,0,4,0,97,54,43,76,6,13,2,101,54,47,76,6,17,2
"160","54001","ZCTA5 54001",2696,177,980,941,598,2829,214,1033,1012,570,17,0,14,0,3,21,0,0,18,3,17,0,17,0,0,21,5,5,11,0,0,0,0,0,0,25,0,0,22,3,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,3,3,0,0,0,27,0,0,27,0,22,0,15,7,0,2688,177,972,941,598,2810,206,1032,1002,570,33,0,33,0,0,37,11,1,25,0,38,21,17,0,14,18,6,70,37,33,11,34,25,0,108,58,50,11,48,43,6
"161","54007","ZCTA5 54007",410,35,167,147,61,336,12,113,146,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,3,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,409,35,166,147,61,336,12,113,146,65,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,5,1,0,0,6,0,6,5,1,0,0
"162","54020","ZCTA5 54020",2227,119,730,781,597,2494,93,763,1002,636,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,23,14,5,4,0,15,0,6,3,6,9,0,0,9,0,2205,119,725,764,597,2461,85,751,989,636,22,0,5,17,0,52,22,17,13,0,21,0,21,0,0,21,0,74,52,22,22,22,30,0,95,52,43,22,22,51,0
"163","54028","ZCTA5 54028",797,95,318,219,165,774,26,274,293,181,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,5,0,11,0,0,0,0,0,10,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,3,0,0,3,0,797,95,318,219,165,772,26,274,291,181,3,0,3,0,0,11,3,0,8,0,3,0,3,0,0,3,0,14,11,3,3,3,8,0,17,11,6,3,3,11,0
"164","54104","ZCTA5 54104",488,70,245,127,46,460,38,247,128,47,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,5,485,70,242,127,46,460,38,247,128,47,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,0,3,0,3,0,0
"165","54106","ZCTA5 54106",1736,172,824,516,224,1686,83,783,541,279,0,0,0,0,0,0,0,0,0,0,8,0,6,2,0,21,0,0,21,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,23,11,12,0,0,10,0,7,0,3,9,0,7,2,0,1705,159,806,516,224,1659,83,780,517,279,43,13,30,0,0,50,11,15,24,0,0,0,0,0,0,0,0,93,50,43,24,45,24,0,93,50,43,24,45,24,0
"166","54111","ZCTA5 54111",825,59,386,230,150,873,51,404,298,120,0,0,0,0,0,0,0,0,0,0,13,3,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,59,371,230,150,868,51,402,298,117,22,0,22,0,0,5,0,2,0,3,0,0,0,0,0,0,0,27,5,22,0,24,0,3,27,5,22,0,24,0,3
"167","54114","ZCTA5 54114",1910,208,835,578,289,2041,170,884,655,332,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,20,0,20,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,2,0,7,0,0,0,0,0,0,1903,202,835,577,289,2016,149,880,655,332,7,6,0,1,0,30,21,9,0,0,0,0,0,0,0,0,0,37,30,7,27,9,1,0,37,30,7,27,9,1,0
"168","54115","ZCTA5 54115",12799,466,3369,4310,4654,14101,281,3488,4558,5774,75,13,44,14,4,26,0,4,22,0,419,88,85,98,148,428,43,111,219,55,418,0,35,52,331,376,0,30,36,310,0,0,0,0,0,0,0,0,0,0,43,0,15,28,0,18,0,18,0,0,223,38,11,125,49,159,0,60,64,35,12752,466,3369,4285,4632,14022,281,3488,4554,5699,112,14,23,53,22,135,0,18,42,75,101,26,75,13,48,36,4,247,135,112,14,41,95,97,348,161,187,27,89,131,101
"169","54129","ZCTA5 54129",1119,95,475,421,128,999,41,416,343,199,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,17,0,10,7,0,10,0,0,10,0,7,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,9,5,9,1100,76,475,421,128,973,31,407,343,192,22,22,0,0,0,26,10,9,0,7,0,0,0,0,0,0,0,48,26,22,32,9,0,7,48,26,22,32,9,0,7
"170","54138","ZCTA5 54138",388,43,137,138,70,369,24,159,92,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,43,137,130,70,361,24,159,84,94,8,0,0,8,0,8,0,0,8,0,0,0,0,0,0,0,0,16,8,8,0,0,16,0,16,8,8,0,0,16,0
"171","54154","ZCTA5 54154",1906,208,886,634,178,1924,189,838,598,299,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,2,0,4,0,2,2,0,39,0,0,33,6,1882,208,871,625,178,1876,189,797,591,299,26,0,17,9,0,50,0,41,9,0,14,14,0,0,0,14,0,76,50,26,0,58,18,0,90,64,26,0,58,32,0
"172","54157","ZCTA5 54157",1936,127,798,677,334,1924,103,764,788,269,49,0,49,0,0,0,0,0,0,0,43,0,43,0,0,14,0,14,0,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,20,22,56,31,0,15,16,0,1864,127,798,658,281,1907,103,762,773,269,72,0,0,19,53,17,0,2,15,0,49,0,49,0,49,0,0,89,17,72,0,2,34,53,138,17,121,0,51,34,53
"173","54166","ZCTA5 54166",5290,449,2318,1575,948,5326,338,2082,2010,896,54,8,13,8,25,12,0,0,12,0,273,71,89,70,43,423,14,186,160,63,3,0,3,0,0,98,0,24,0,74,0,0,0,0,0,7,0,7,0,0,10,8,2,0,0,21,0,21,0,0,137,8,43,72,14,115,0,63,34,18,5165,432,2305,1518,910,5226,338,2074,1927,887,137,25,17,57,38,140,0,48,83,9,66,12,54,8,13,20,25,277,140,137,25,65,140,47,343,152,191,33,78,160,72
"174","54180","ZCTA5 54180",1030,11,291,396,332,1097,67,297,333,400,36,0,8,28,0,6,0,6,0,0,20,16,4,0,0,4,0,0,4,0,6,0,6,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,11,283,373,332,1068,52,288,333,395,31,0,8,23,0,29,15,9,0,5,42,6,36,0,14,28,0,60,29,31,15,17,23,5,102,35,67,15,31,51,5
"175","54201","ZCTA5 54201",1931,193,728,658,352,1779,89,731,604,355,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,2,0,0,0,2,30,17,3,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,11,0,11,0,0,1926,188,728,658,352,1772,88,725,604,355,7,5,0,0,2,8,1,7,0,0,17,0,17,0,17,0,0,15,8,7,6,7,0,2,32,8,24,6,24,0,2
"176","54205","ZCTA5 54205",712,37,366,215,94,707,30,322,217,138,0,0,0,0,0,9,4,0,5,0,5,0,5,0,0,2,0,2,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,8,2,6,0,0,3,3,0,0,0,5,0,5,0,0,697,37,351,215,94,700,30,315,217,138,18,3,15,0,0,15,2,13,0,0,9,9,0,4,0,5,0,33,15,18,5,28,0,0,42,24,18,9,28,5,0
"177","54207","ZCTA5 54207",58,2,21,31,4,42,0,10,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,58,2,21,31,4,42,0,10,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178","54212","ZCTA5 54212",404,25,51,71,257,452,20,55,140,237,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,387,8,51,71,257,431,15,55,124,237,17,17,0,0,0,21,5,0,16,0,0,0,0,0,0,0,0,38,21,17,22,0,16,0,38,21,17,22,0,16,0
"179","54217","ZCTA5 54217",2403,144,958,772,529,2393,75,903,821,594,60,0,12,0,48,12,12,0,0,0,16,16,0,0,0,23,21,0,2,0,0,0,0,0,0,14,6,8,0,0,0,0,0,0,0,2,2,0,0,0,13,0,6,7,0,8,0,0,8,0,7,0,7,0,0,41,0,0,4,37,2329,95,939,772,523,2360,60,899,810,591,83,49,25,3,6,47,17,4,19,7,72,12,60,12,12,0,48,130,47,83,66,29,22,13,202,59,143,78,41,22,61
"180","53011","ZCTA5 53011",804,50,295,277,182,744,23,276,258,187,5,0,0,0,5,0,0,0,0,0,2,0,0,2,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,7,0,0,0,7,0,0,0,0,0,2,0,0,2,0,793,42,294,277,180,733,16,274,258,185,15,12,1,0,2,11,7,2,0,2,5,0,5,0,0,0,5,26,11,15,19,3,0,4,31,11,20,19,3,0,9
"181","53013","ZCTA5 53013",1056,38,445,331,242,1095,53,332,412,298,32,0,15,0,17,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,17,0,0,9,8,0,0,0,0,0,0,0,0,0,0,27,13,0,14,0,30,21,0,9,0,7,0,3,4,0,3,0,3,0,0,1038,38,434,327,239,1086,49,332,412,293,45,13,11,18,3,39,25,0,9,5,41,9,32,0,15,9,17,84,39,45,38,11,27,8,125,48,77,38,26,36,25
"182","53015","ZCTA5 53015",934,96,270,356,212,891,73,295,277,246,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,6,0,6,0,0,12,0,4,0,8,854,52,259,331,212,857,45,291,275,246,87,44,11,32,0,38,28,8,2,0,3,0,3,0,0,3,0,125,38,87,72,19,34,0,128,38,90,72,19,37,0
"183","53034","ZCTA5 53034",588,37,268,219,64,594,26,231,232,105,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,17,2,0,9,6,588,37,268,219,64,581,26,225,227,103,5,5,0,0,0,15,2,6,5,2,8,8,0,0,0,8,0,20,15,5,7,6,5,2,28,23,5,7,6,13,2
"184","53046","ZCTA5 53046",412,25,174,149,64,409,2,126,209,72,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,3,0,0,0,3,8,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,25,163,136,64,357,2,104,181,70,24,0,11,13,0,52,0,22,28,2,18,0,18,0,18,0,0,76,52,24,0,33,41,2,94,52,42,0,51,41,2
"185","53070","ZCTA5 53070",1619,74,573,576,396,1658,57,582,562,457,8,0,0,0,8,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,2,0,0,0,0,0,0,5,0,5,0,0,13,0,0,0,13,1581,62,559,576,384,1596,25,569,545,457,45,17,14,2,12,62,32,13,17,0,14,6,8,0,0,0,14,107,62,45,49,27,19,12,121,68,53,49,27,19,26
