"","GEOID","full_geoid","male_white_age18to19","male_white_age20to24","male_white_age25to29","male_white_age30to34","male_white_age35to44","male_white_age45to54","male_white_age55to64","male_white_age65to74","male_white_age75to84","male_white_age85over","female_white_age18to19","female_white_age20to24","female_white_age25to29","female_white_age30to34","female_white_age35to44","female_white_age45to54","female_white_age55to64","female_white_age65to74","female_white_age75to84","female_white_age85over","male_black_age18to19","male_black_age20to24","male_black_age25to29","male_black_age30to34","male_black_age35to44","male_black_age45to54","male_black_age55to64","male_black_age65to74","male_black_age75to84","male_black_age85over","female_black_age18to19","female_black_age20to24","female_black_age25to29","female_black_age30to34","female_black_age35to44","female_black_age45to54","female_black_age55to64","female_black_age65to74","female_black_age75to84","female_black_age85over","male_aian_age18to19","male_aian_age20to24","male_aian_age25to29","male_aian_age30to34","male_aian_age35to44","male_aian_age45to54","male_aian_age55to64","male_aian_age65to74","male_aian_age75to84","male_aian_age85over","female_aian_age18to19","female_aian_age20to24","female_aian_age25to29","female_aian_age30to34","female_aian_age35to44","female_aian_age45to54","female_aian_age55to64","female_aian_age65to74","female_aian_age75to84","female_aian_age85over","male_asian_age18to19","male_asian_age20to24","male_asian_age25to29","male_asian_age30to34","male_asian_age35to44","male_asian_age45to54","male_asian_age55to64","male_asian_age65to74","male_asian_age75to84","male_asian_age85over","female_asian_age18to19","female_asian_age20to24","female_asian_age25to29","female_asian_age30to34","female_asian_age35to44","female_asian_age45to54","female_asian_age55to64","female_asian_age65to74","female_asian_age75to84","female_asian_age85over","male_nhpi_age18to19","male_nhpi_age20to24","male_nhpi_age25to29","male_nhpi_age30to34","male_nhpi_age35to44","male_nhpi_age45to54","male_nhpi_age55to64","male_nhpi_age65to74","male_nhpi_age75to84","male_nhpi_age85over","female_nhpi_age18to19","female_nhpi_age20to24","female_nhpi_age25to29","female_nhpi_age30to34","female_nhpi_age35to44","female_nhpi_age45to54","female_nhpi_age55to64","female_nhpi_age65to74","female_nhpi_age75to84","female_nhpi_age85over","male_other_age18to19","male_other_age20to24","male_other_age25to29","male_other_age30to34","male_other_age35to44","male_other_age45to54","male_other_age55to64","male_other_age65to74","male_other_age75to84","male_other_age85over","female_other_age18to19","female_other_age20to24","female_other_age25to29","female_other_age30to34","female_other_age35to44","female_other_age45to54","female_other_age55to64","female_other_age65to74","female_other_age75to84","female_other_age85over","male_mixed_age18to19","male_mixed_age20to24","male_mixed_age25to29","male_mixed_age30to34","male_mixed_age35to44","male_mixed_age45to54","male_mixed_age55to64","male_mixed_age65to74","male_mixed_age75to84","male_mixed_age85over","female_mixed_age18to19","female_mixed_age20to24","female_mixed_age25to29","female_mixed_age30to34","female_mixed_age35to44","female_mixed_age45to54","female_mixed_age55to64","female_mixed_age65to74","female_mixed_age75to84","female_mixed_age85over","male_w_nothisp_age18to19","male_w_nothisp_age20to24","male_w_nothisp_age25to29","male_w_nothisp_age30to34","male_w_nothisp_age35to44","male_w_nothisp_age45to54","male_w_nothisp_age55to64","male_w_nothisp_age65to74","male_w_nothisp_age75to84","male_w_nothisp_age85over","female_w_nothisp_age18to19","female_w_nothisp_age20to24","female_w_nothisp_age25to29","female_w_nothisp_age30to34","female_w_nothisp_age35to44","female_w_nothisp_age45to54","female_w_nothisp_age55to64","female_w_nothisp_age65to74","female_w_nothisp_age75to84","female_w_nothisp_age85over","male_hisp_age18to19","male_hisp_age20to24","male_hisp_age25to29","male_hisp_age30to34","male_hisp_age35to44","male_hisp_age45to54","male_hisp_age55to64","male_hisp_age65to74","male_hisp_age75to84","male_hisp_age85over","female_hisp_age18to19","female_hisp_age20to24","female_hisp_age25to29","female_hisp_age30to34","female_hisp_age35to44","female_hisp_age45to54","female_hisp_age55to64","female_hisp_age65to74","female_hisp_age75to84","female_hisp_age85over","WHITE_FEMALE","WHITE_MALE","WHITE_TOTAL","WHITE_18_to_24","WHITE_25_to_34","WHITE_35_to_44","WHITE_45_to_54","WHITE_55_to_64","WHITE_65_over","BLACK_FEMALE","BLACK_MALE","BLACK_TOTAL","BLACK_18_to_24","BLACK_25_to_34","BLACK_35_to_44","BLACK_45_to_54","BLACK_55_to_64","BLACK_65_over","AI_AN_FEMALE","AI_AN_MALE","AI_AN_TOTAL","AI_AN_18_to_24","AI_AN_25_to_34","AI_AN_35_to_44","AI_AN_45_to_54","AI_AN_55_to_64","AI_AN_65_over","ASIAN_FEMALE","ASIAN_MALE","ASIAN_TOTAL","ASIAN_18_to_24","ASIAN_25_to_34","ASIAN_35_to_44","ASIAN_45_to_54","ASIAN_55_to_64","ASIAN_65_over","NHPI_FEMALE","NHPI_MALE","NHPI_TOTAL","NHPI_18_to_24","NHPI_25_to_34","NHPI_35_to_44","NHPI_45_to_54","NHPI_55_to_64","NHPI_65_over","OTHER_FEMALE","OTHER_MALE","OTHER_TOTAL","OTHER_18_to_24","OTHER_25_to_34","OTHER_35_to_44","OTHER_45_to_54","OTHER_55_to_64","OTHER_65_over","MIXED_FEMALE","MIXED_MALE","MIXED_TOTAL","MIXED_18_to_24","MIXED_25_to_34","MIXED_35_to_44","MIXED_45_to_54","MIXED_55_to_64","MIXED_65_over","W_NOTHISP_FEMALE","W_NOTHISP_MALE","W_NOTHISP_TOTAL","W_NOTHISP_18_to_24","W_NOTHISP_25_to_34","W_NOTHISP_35_to_44","W_NOTHISP_45_to_54","W_NOTHISP_55_to_64","W_NOTHISP_65_over","HISP_FEMALE","HISP_MALE","HISP_TOTAL","HISP_18_to_24","HISP_25_to_34","HISP_35_to_44","HISP_45_to_54","HISP_55_to_64","HISP_65_over","ALL_FEMALE","ALL_MALE","ALL_TOTAL","ALL_18_to_24","ALL_25_to_34","ALL_35_to_44","ALL_45_to_54","ALL_55_to_64","ALL_65_over"
"46","55089","Ozaukee County, Wisconsin",1130,2400,1894,2149,4903,5541,6582,4886,2292,806,1110,2381,1792,2106,4755,5580,6815,5226,2913,1312,24,64,50,51,66,84,97,37,53,0,13,0,49,4,98,59,73,70,38,32,24,64,50,51,66,84,97,37,53,0,13,0,49,4,98,59,73,70,38,32,26,79,16,27,257,138,103,38,22,3,36,16,35,40,273,174,73,40,50,11,0,0,0,0,11,0,0,0,0,13,0,0,56,0,3,0,0,0,0,0,35,40,26,41,54,0,20,5,8,0,5,14,63,0,107,45,7,0,7,4,71,154,77,102,143,205,113,32,2,0,86,166,59,147,109,107,161,54,4,10,1090,2357,1862,2074,4784,5448,6513,4860,2292,803,1110,2334,1758,2041,4695,5515,6766,5226,2910,1312,96,100,80,110,311,137,142,39,8,3,50,89,97,97,243,155,145,39,10,12,27175,26001,53176,7021,7941,9658,11121,13397,17435,363,429,792,101,154,164,143,170,230,363,429,792,101,154,164,143,170,230,675,606,1281,157,118,530,312,176,164,59,24,83,0,56,14,0,0,13,245,209,454,94,130,161,45,27,24,742,786,1528,477,385,252,312,274,102,26901,25570,52471,6891,7735,9479,10963,13279,17403,792,884,1676,335,384,554,292,287,111,57315,54938,112253,15177,17057,20976,23331,27780,35712
"47","55091","Pepin County, Wisconsin",66,201,174,154,394,452,593,490,244,76,53,154,169,169,370,433,583,440,318,55,0,2,0,7,0,0,5,8,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,5,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,5,1,8,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,2,0,8,0,12,4,1,0,0,0,7,12,15,2,0,9,0,4,64,178,174,154,388,449,593,490,244,76,53,154,169,165,366,429,583,437,318,55,2,31,0,2,15,4,9,0,1,0,0,0,1,18,8,5,0,3,0,0,2161,2251,4412,474,666,764,885,1176,1623,0,22,22,2,7,0,0,5,13,0,22,22,2,7,0,0,5,13,24,2,26,0,0,2,10,1,14,0,0,0,0,0,0,0,5,0,4,16,20,8,5,5,2,8,0,49,15,64,0,21,23,2,12,18,2146,2217,4363,449,662,754,878,1176,1620,35,55,90,33,21,23,9,9,4,4419,4600,9019,968,1389,1571,1786,2397,3305
"48","55093","Pierce County, Wisconsin",819,1898,1113,1055,2365,2562,2877,2017,841,188,1264,2304,939,1039,2240,2419,2809,1893,859,355,26,18,0,38,18,19,4,0,2,0,18,55,0,11,0,21,0,0,0,3,26,18,0,38,18,19,4,0,2,0,18,55,0,11,0,21,0,0,0,3,7,71,0,2,22,1,0,2,0,0,52,71,16,13,47,5,24,11,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,6,4,6,12,14,4,0,0,0,7,0,4,5,3,17,15,0,0,3,57,35,21,68,56,88,57,19,4,0,19,32,54,52,157,39,48,19,1,0,819,1879,1108,1008,2337,2553,2874,1986,839,188,1215,2280,930,1019,2236,2410,2795,1891,847,353,27,43,20,70,55,59,16,31,6,0,56,29,17,72,44,30,25,8,12,6,13312,12858,26170,6285,4146,4605,4981,5686,6153,108,121,229,117,49,18,40,4,5,108,121,229,117,49,18,40,4,5,221,105,326,201,31,69,6,24,19,1,3,4,3,0,0,0,0,1,39,60,99,31,19,15,31,19,3,373,348,721,143,195,213,127,105,43,13181,12717,25898,6193,4065,4573,4963,5669,6104,274,311,585,155,179,99,89,41,63,27617,26644,54261,13245,8733,9610,10277,11552,12396
"49","55095","Polk County, Wisconsin",421,1028,1033,1082,2544,2920,3763,2841,1354,293,344,945,1006,1087,2387,2737,3686,2697,1284,654,8,18,20,18,6,29,1,12,0,0,0,0,0,3,6,5,0,0,20,0,8,18,20,18,6,29,1,12,0,0,0,0,0,3,6,5,0,0,20,0,0,1,1,12,18,0,9,4,0,0,0,12,8,17,11,11,27,4,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,13,11,13,10,28,15,2,5,0,1,40,0,0,3,24,26,5,3,4,25,41,39,26,71,38,36,22,1,2,22,16,26,40,71,96,66,19,8,0,416,1013,1033,1035,2517,2901,3763,2841,1349,293,344,929,985,1027,2373,2718,3670,2693,1282,654,12,43,12,60,68,45,11,2,8,0,0,45,21,60,14,50,54,7,22,0,13141,13516,26657,2738,4208,4931,5657,7449,9123,34,111,145,26,41,12,34,1,32,34,111,145,26,41,12,34,1,32,63,36,99,13,38,29,11,36,8,3,3,6,2,2,0,0,0,2,80,82,162,54,24,13,52,41,19,298,265,563,104,131,142,134,102,52,13005,13398,26403,2702,4080,4890,5619,7433,9112,219,250,469,100,153,82,95,65,39,26877,27772,54649,5765,8718,10111,11636,15128,18419
"50","55097","Portage County, Wisconsin",1418,3678,1955,1827,3757,3862,4595,3473,1441,509,1440,3509,1849,1663,3590,3652,4552,3502,1921,658,33,63,15,73,10,47,4,36,1,0,25,37,2,10,8,15,18,16,2,0,33,63,15,73,10,47,4,36,1,0,25,37,2,10,8,15,18,16,2,0,82,132,134,17,88,163,51,27,5,52,25,177,90,98,114,119,45,15,33,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,14,114,120,55,82,63,39,16,0,0,18,10,143,45,58,10,37,6,1,0,66,194,18,83,102,33,54,32,21,2,95,81,33,17,39,62,79,36,12,0,1379,3606,1921,1821,3696,3843,4581,3457,1436,504,1432,3460,1819,1641,3490,3632,4501,3490,1921,658,93,132,114,101,153,89,66,52,5,5,40,96,173,83,192,48,90,18,0,0,21784,21920,43704,10045,7294,7347,7514,9147,11504,115,278,393,158,100,18,62,22,55,115,278,393,158,100,18,62,22,55,671,700,1371,416,339,202,282,96,132,7,0,7,7,0,0,0,0,0,291,464,755,156,363,140,73,76,23,375,551,926,436,151,141,95,133,103,21543,21663,43206,9877,7202,7186,7475,9082,11466,650,744,1394,361,471,345,137,156,80,45551,46598,92149,21614,16020,15397,15700,18734,23418
"51","55099","Price County, Wisconsin",125,265,280,298,661,912,1390,1134,507,162,104,260,240,230,606,840,1219,1011,486,314,16,7,6,4,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,7,6,4,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,6,0,2,8,0,0,0,0,1,0,0,8,4,18,5,2,1,0,0,14,15,0,16,0,2,0,0,0,0,0,27,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,2,0,0,0,5,0,21,5,3,0,0,0,0,14,0,11,6,13,11,7,0,3,1,1,6,5,15,23,10,15,3,0,125,262,257,256,659,912,1384,1132,506,162,98,260,236,230,603,833,1208,1009,483,306,0,9,23,42,2,0,10,2,1,0,6,1,13,0,33,8,21,2,4,8,4091,4344,8435,754,1048,1267,1752,2609,3614,0,45,45,23,10,12,0,3,0,0,45,45,23,10,12,0,3,0,34,18,52,3,14,6,26,5,3,27,45,72,14,42,16,0,2,0,31,5,36,3,5,21,5,8,2,69,54,123,16,22,21,36,21,28,4058,4271,8329,745,979,1262,1745,2592,3598,75,79,154,16,78,35,8,31,17,8385,8906,17291,1597,2208,2652,3572,5274,7262
"52","55101","Racine County, Wisconsin",1590,4431,4232,4478,9471,10536,12371,8469,3295,1534,1335,4037,4151,4350,9309,10717,12450,9028,4554,2330,386,1035,906,812,1421,1255,1000,583,268,33,278,719,1009,828,1402,1280,1041,677,383,101,386,1035,906,812,1421,1255,1000,583,268,33,278,719,1009,828,1402,1280,1041,677,383,101,94,98,46,107,150,170,123,37,0,86,16,30,242,111,196,223,145,84,66,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,28,122,0,14,0,59,123,186,162,433,400,426,230,22,19,110,169,142,138,396,270,284,75,23,0,325,650,533,360,621,497,282,93,53,20,382,535,284,413,621,418,393,223,91,49,1353,3707,3770,3948,8335,9890,11974,8213,3206,1485,1177,3261,3527,3917,8271,9817,12180,8793,4452,2272,525,1124,965,926,1987,1521,1014,513,142,82,548,1145,986,953,1858,1376,897,450,178,107,49811,48036,97847,11393,17211,18780,21253,24821,29210,6677,6699,13376,2418,3555,2823,2535,2041,2045,6677,6699,13376,2418,3555,2823,2535,2041,2045,968,788,1756,238,506,346,393,268,273,42,5,47,0,5,0,28,134,14,1323,1634,2957,461,628,829,670,710,369,3016,3152,6168,1892,1590,1242,915,675,529,45487,43907,89394,9498,15162,16606,19707,24154,28421,7601,7785,15386,3342,3830,3845,2897,1911,1472,121602,118705,240307,31660,46042,47294,50933,56755,64378
"53","55103","Richland County, Wisconsin",183,393,391,400,911,987,1318,1181,569,163,176,371,357,380,824,963,1315,1114,646,283,9,30,3,0,1,0,0,0,0,5,26,1,0,0,0,2,14,0,0,0,9,30,3,0,1,0,0,0,0,5,26,1,0,0,0,2,14,0,0,0,0,6,4,0,0,0,10,6,1,0,45,0,0,0,9,15,1,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,27,40,16,0,0,0,0,0,13,6,9,51,10,3,8,0,3,2,8,6,12,4,48,17,6,5,0,1,1,12,1,13,44,24,20,4,0,183,389,391,395,911,986,1313,1181,566,163,166,369,357,380,817,963,1314,1107,638,282,0,27,3,32,31,15,9,0,3,0,10,15,6,9,45,11,1,26,8,1,5114,5178,10292,1123,1528,1735,1950,2633,3956,29,48,77,66,3,1,2,14,5,29,48,77,66,3,1,2,14,5,74,17,91,51,4,9,15,11,12,0,2,2,0,0,2,0,0,0,100,109,209,36,45,91,26,3,11,96,91,187,12,31,17,92,41,35,5079,5165,10244,1107,1523,1728,1949,2627,3937,131,111,242,52,50,76,26,10,38,10652,10769,21421,2513,3187,3660,4062,5353,7999
"54","55105","Rock County, Wisconsin",1585,3862,4225,4110,8713,9133,10534,7102,3401,962,1537,3962,3980,4025,8744,9407,10836,7863,3970,2075,199,267,286,304,485,461,432,286,63,0,198,256,219,313,440,414,412,341,95,0,199,267,286,304,485,461,432,286,63,0,198,256,219,313,440,414,412,341,95,0,3,174,22,100,102,44,63,45,0,0,59,94,60,136,213,148,95,120,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,133,411,212,170,547,602,217,151,0,0,112,222,246,247,464,341,113,117,97,15,140,293,227,258,387,281,193,79,23,0,192,148,399,261,320,322,171,58,1,30,1478,3653,3944,3980,8341,8972,10400,7101,3305,947,1381,3587,3769,3970,8436,9201,10619,7839,3960,2074,327,701,540,495,1128,845,429,184,96,15,333,640,532,440,949,722,352,142,123,22,45563,43093,88656,10946,16340,17457,18540,21370,25373,2276,2351,4627,920,1122,925,875,844,785,2276,2351,4627,920,1122,925,875,844,785,831,490,1321,330,318,315,192,158,166,12,10,22,10,12,0,0,8,0,1861,2226,4087,878,875,1011,943,330,380,1731,1688,3419,773,1145,707,603,364,191,44217,41721,85938,10099,15663,16777,18173,21019,25226,3903,4331,8234,2001,2007,2077,1567,781,582,102670,98261,200931,26877,38604,40194,41768,45718,53488
"55","55107","Rusk County, Wisconsin",140,331,317,281,690,875,1231,1032,431,167,125,281,294,296,670,791,1153,981,556,208,0,0,9,2,0,33,2,0,0,2,0,0,0,3,6,17,16,0,0,0,0,0,9,2,0,33,2,0,0,2,0,0,0,3,6,17,16,0,0,0,0,0,9,3,0,10,1,0,0,0,0,1,4,4,7,0,12,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,4,2,3,5,3,2,0,0,0,5,5,0,3,4,1,1,0,0,7,5,7,14,26,27,9,17,2,0,1,5,3,12,7,19,11,11,6,0,140,310,301,279,690,875,1229,1032,431,165,116,281,294,270,657,791,1153,972,553,208,0,27,20,4,6,8,2,3,0,2,9,7,0,26,23,9,12,9,3,0,4202,4264,8466,877,1188,1360,1666,2384,3375,26,46,72,0,14,6,50,18,2,26,46,72,0,14,6,50,18,2,16,22,38,1,20,7,10,13,0,2,0,2,0,0,0,2,10,0,18,20,38,9,11,6,9,4,3,64,105,169,18,36,33,46,20,36,4142,4223,8365,847,1144,1347,1666,2382,3361,86,70,156,43,50,29,17,14,17,8582,8796,17378,1795,2477,2794,3516,4863,6796
"56","55109","St. Croix County, Wisconsin",979,2226,2326,2621,6181,6307,6450,4087,1536,519,881,2083,2204,2523,6155,5982,6347,4099,1797,906,9,6,1,5,152,9,47,3,1,0,4,30,2,0,69,5,5,0,0,0,9,6,1,5,152,9,47,3,1,0,4,30,2,0,69,5,5,0,0,0,4,14,35,19,4,25,26,12,0,2,13,20,65,14,132,57,60,11,0,14,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,52,28,32,83,41,8,8,1,0,2,61,10,12,37,56,46,3,0,0,98,93,27,58,230,273,70,60,0,5,45,263,56,82,148,230,192,28,13,0,954,2205,2261,2584,6051,6294,6370,4086,1533,519,851,1999,2185,2505,6040,5939,6341,4096,1797,904,39,112,103,92,262,74,96,16,4,0,30,160,29,44,222,81,122,3,0,2,26630,26782,53412,6169,9674,12336,12289,12797,12944,110,186,296,49,8,221,14,52,4,110,186,296,49,8,221,14,52,4,326,115,441,51,133,136,82,86,39,2,6,8,0,8,0,0,0,0,181,249,430,119,82,120,97,54,12,865,844,1709,499,223,378,503,262,106,26316,26487,52803,6009,9535,12091,12233,12711,12935,571,702,1273,341,268,484,155,218,25,55111,55557,110668,13286,19939,25987,25387,26232,26069
"57","55111","Sauk County, Wisconsin",601,1480,1652,1799,3938,3898,4570,3485,1373,613,530,1514,1613,1779,3788,3794,4526,3602,1823,969,9,83,23,30,60,66,37,0,0,0,0,5,0,0,3,43,7,1,13,0,9,83,23,30,60,66,37,0,0,0,0,5,0,0,3,43,7,1,13,0,0,14,5,6,22,51,4,0,0,0,0,2,3,26,54,11,29,10,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,60,45,35,102,79,48,28,9,0,0,3,94,12,37,63,13,74,3,0,0,12,49,114,29,166,67,70,8,21,0,76,30,69,30,245,107,61,46,19,0,597,1473,1554,1759,3709,3849,4505,3449,1362,613,530,1477,1550,1742,3535,3747,4476,3597,1818,960,122,63,164,149,380,125,94,45,11,13,65,135,75,102,340,78,128,8,5,9,19412,18839,38251,4125,6843,7726,7692,9096,11865,65,271,336,97,53,63,109,44,14,65,271,336,97,53,63,109,44,14,106,98,204,16,40,76,62,33,10,0,13,13,0,0,0,0,0,13,225,378,603,202,186,142,61,102,12,622,466,1088,167,242,411,174,131,94,18956,18365,37321,4077,6605,7244,7596,8981,11799,817,1072,1889,385,490,720,203,222,91,40268,39773,80041,9166,14512,16445,16006,18653,23912
"58","55113","Sawyer County, Wisconsin",109,264,269,283,637,842,1462,1403,619,152,82,235,245,249,586,816,1409,1266,540,254,1,3,5,5,9,12,3,5,0,0,0,5,0,0,4,0,0,0,0,0,1,3,5,5,9,12,3,5,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,9,23,15,2,0,0,2,0,0,0,5,0,4,3,6,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,16,0,4,10,0,0,34,150,27,152,17,22,32,23,33,0,20,6,13,58,10,48,35,18,10,2,108,251,269,283,635,842,1462,1403,611,144,82,235,234,249,586,807,1398,1254,537,249,1,17,23,47,3,28,3,0,14,8,0,5,11,0,16,9,15,22,6,5,4273,4578,8851,690,1046,1223,1658,2871,4234,9,40,49,9,10,13,12,3,5,9,40,49,9,10,13,12,3,5,16,49,65,0,14,23,19,5,9,0,7,7,0,0,0,7,0,0,26,8,34,0,0,16,8,7,10,185,458,643,210,250,27,70,67,86,4233,4546,8779,676,1035,1221,1649,2860,4198,74,141,215,23,81,19,37,18,55,8825,9867,18692,1617,2446,2555,3472,5834,8602
"59","55115","Shawano County, Wisconsin",335,789,900,921,1968,2528,3070,2335,1168,381,313,757,822,898,1883,2398,2935,2254,1403,531,0,29,37,11,54,0,9,6,1,0,0,0,1,0,0,3,0,0,0,17,0,29,37,11,54,0,9,6,1,0,0,0,1,0,0,3,0,0,0,17,0,0,3,0,0,0,0,0,0,0,12,114,0,22,9,8,15,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,8,7,5,8,4,0,0,0,8,0,2,6,7,19,11,0,0,52,48,57,15,114,48,53,47,29,2,32,19,30,95,134,110,39,29,8,0,335,785,873,863,1926,2504,3070,2325,1167,379,304,750,813,857,1857,2350,2917,2253,1401,531,41,35,27,66,56,50,14,47,1,2,32,19,9,88,37,70,41,7,6,0,11259,11325,22584,2194,3541,3851,4926,6005,8072,21,138,159,29,49,54,3,9,24,21,138,159,29,49,54,3,9,24,191,3,194,126,25,9,8,15,26,0,0,0,0,0,0,0,0,0,34,56,90,40,10,13,12,27,15,457,412,869,151,197,248,158,92,115,11116,11157,22273,2174,3406,3783,4854,5987,8056,268,325,593,127,190,93,120,55,63,23367,23554,46921,4870,7467,8105,10084,12199,16395
"60","55117","Sheboygan County, Wisconsin",1106,2872,2824,2692,6139,7149,8531,5943,2608,890,939,2605,2583,2551,6044,6679,8252,6285,3177,1659,117,153,293,96,366,126,68,5,0,0,13,117,109,0,175,61,71,9,0,0,117,153,293,96,366,126,68,5,0,0,13,117,109,0,175,61,71,9,0,0,39,411,319,362,476,305,191,65,0,0,74,334,404,350,428,281,193,70,57,49,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,70,67,27,98,186,97,34,37,1,17,80,151,105,141,98,102,38,33,0,14,74,152,211,141,408,159,78,90,2,11,34,148,94,92,150,133,62,49,5,4,1056,2715,2659,2575,5902,6950,8363,5892,2600,858,895,2495,2438,2464,5723,6501,8091,6224,3136,1659,158,324,284,259,629,399,228,122,11,49,147,329,272,261,493,350,211,121,49,14,32522,32223,64745,7522,10650,12183,13828,16783,20562,484,1156,1640,400,498,541,187,139,14,484,1156,1640,400,498,541,187,139,14,2047,1977,4024,858,1435,904,586,384,241,0,1,1,0,1,0,0,3,0,724,600,1324,368,371,284,199,72,102,709,1248,1957,408,538,558,292,140,161,31535,31207,62742,7161,10136,11625,13451,16454,20369,2036,2235,4271,958,1076,1122,749,439,366,70541,71803,142344,18075,25203,27758,29479,34553,41829
"61","55119","Taylor County, Wisconsin",226,471,463,456,1152,1280,1696,1095,575,171,177,386,424,459,1080,1178,1553,1028,515,403,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,8,18,0,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,10,0,11,0,3,7,0,0,0,0,45,0,0,0,4,2,0,0,0,19,14,8,1,15,17,17,47,0,0,20,0,9,26,22,39,15,5,0,0,211,446,460,454,1136,1260,1682,1095,575,171,177,365,419,459,1073,1151,1550,1028,515,403,19,30,7,3,29,27,15,0,0,0,0,21,7,20,15,62,6,0,0,0,5650,5889,11539,1260,1802,2232,2458,3249,3787,0,10,10,0,6,4,0,7,0,0,10,10,0,6,4,0,7,0,25,13,38,0,0,0,18,18,20,5,5,10,5,0,0,0,10,5,49,24,73,55,11,0,7,9,0,121,121,242,53,44,37,56,32,52,5590,5808,11398,1199,1792,2209,2411,3232,3787,125,115,240,70,37,44,89,21,0,11565,11995,23560,2642,3698,4530,5039,6585,7651
"62","55121","Trempealeau County, Wisconsin",293,687,719,772,1693,1977,2248,1664,709,281,286,639,722,728,1631,1832,2017,1568,831,413,7,3,3,0,16,1,6,13,0,0,0,25,4,2,8,6,5,0,0,0,7,3,3,0,16,1,6,13,0,0,0,25,4,2,8,6,5,0,0,0,0,0,4,3,19,0,0,0,0,0,0,8,8,22,42,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,32,41,60,38,141,27,28,0,0,0,0,28,64,44,44,28,19,1,0,0,8,8,7,9,30,21,20,7,0,0,12,7,9,6,11,14,14,18,8,2,285,657,712,734,1648,1926,2212,1664,680,281,235,629,720,713,1578,1778,2012,1560,831,413,42,76,66,85,199,87,81,0,29,0,53,48,68,63,103,83,28,14,0,0,8650,8795,17445,1905,2941,3324,3809,4265,5466,45,43,88,35,9,24,7,11,13,45,43,88,35,9,24,7,11,13,85,26,111,8,37,61,5,3,0,3,0,3,0,3,0,0,0,0,209,339,548,101,206,185,55,47,1,87,90,177,35,31,41,35,34,35,8457,8587,17044,1806,2879,3226,3704,4224,5429,432,584,1016,219,282,302,170,109,43,18013,18507,36520,4144,6397,7187,7792,8704,11000
"63","55123","Vernon County, Wisconsin",340,694,648,692,1643,1723,2411,1801,761,252,290,637,649,709,1579,1736,2272,1695,854,469,0,4,7,11,18,0,4,7,6,0,0,0,0,0,0,0,0,3,0,0,0,4,7,11,18,0,4,7,6,0,0,0,0,0,0,0,0,3,0,0,4,5,0,0,0,14,3,0,0,0,0,0,3,27,0,19,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,3,7,13,21,26,4,9,10,0,0,2,0,10,4,17,8,0,0,0,0,6,0,56,32,21,28,16,16,48,0,23,2,44,12,57,26,41,19,1,1,333,691,645,690,1628,1722,2404,1801,761,252,290,636,634,705,1561,1732,2256,1693,849,469,10,10,25,28,46,5,19,11,2,0,13,3,25,6,64,16,28,2,6,0,8618,8554,17172,1961,2698,3222,3459,4683,5832,3,53,56,4,18,18,0,4,16,3,53,56,4,18,18,0,4,16,53,23,76,9,30,0,33,7,4,6,0,6,0,0,0,4,0,2,41,84,125,12,48,43,12,9,10,185,207,392,31,144,78,54,57,85,8569,8523,17092,1950,2674,3189,3454,4660,5825,135,137,272,36,84,110,21,47,21,17613,17634,35247,4007,5714,6678,7037,9471,11811
