"","GEOID","NAME","all_over18","hisp_over18","white_over18","baa_over18","amin_over18","asian_over18","nhpi_over18","other_over18","multi_over18","summary_value"
"772","55077960400","Census Tract 9604, Marquette County, Wisconsin",2051,67,2007,2,7,7,2,26,72,2631
"773","55077960500","Census Tract 9605, Marquette County, Wisconsin",2705,105,2626,12,16,8,0,43,106,3586
"774","55078940101","Census Tract 9401.01, Menominee County, Wisconsin",815,24,30,2,782,1,0,0,5,1351
"775","55078940103","Census Tract 9401.03, Menominee County, Wisconsin",888,28,73,0,814,0,1,0,18,1342
"776","55078940104","Census Tract 9401.04, Menominee County, Wisconsin",1116,29,376,0,739,1,0,0,51,1562
"777","55079000101","Census Tract 1.01, Milwaukee County, Wisconsin",3188,167,877,2077,6,157,0,71,141,4535
"778","55079000102","Census Tract 1.02, Milwaukee County, Wisconsin",2762,108,637,1914,6,136,2,67,110,3711
"779","55079000201","Census Tract 2.01, Milwaukee County, Wisconsin",3207,476,547,2249,19,106,5,281,191,5272
"780","55079000202","Census Tract 2.02, Milwaukee County, Wisconsin",4251,261,1572,2258,14,317,3,87,249,6109
"781","55079000301","Census Tract 3.01, Milwaukee County, Wisconsin",1089,33,855,178,7,43,0,6,40,1377
"782","55079000302","Census Tract 3.02, Milwaukee County, Wisconsin",1718,99,243,1336,15,70,1,53,85,2874
"783","55079000303","Census Tract 3.03, Milwaukee County, Wisconsin",1184,83,517,532,1,105,0,29,87,1820
"784","55079000304","Census Tract 3.04, Milwaukee County, Wisconsin",2478,106,830,1199,4,402,0,43,118,3435
"785","55079000400","Census Tract 4, Milwaukee County, Wisconsin",1761,107,609,964,17,112,0,59,94,2555
"786","55079000501","Census Tract 5.01, Milwaukee County, Wisconsin",2256,160,877,1097,21,186,1,74,148,3343
"787","55079000502","Census Tract 5.02, Milwaukee County, Wisconsin",2664,122,435,1894,11,265,0,59,116,4296
"788","55079000600","Census Tract 6, Milwaukee County, Wisconsin",4150,174,974,2276,7,815,1,77,178,6158
"789","55115100200","Census Tract 1002, Shawano County, Wisconsin",1513,32,1452,0,50,4,0,7,48,1776
"790","55115100300","Census Tract 1003, Shawano County, Wisconsin",2983,58,2805,17,138,2,0,21,91,3697
"791","55115100400","Census Tract 1004, Shawano County, Wisconsin",3245,95,2768,13,392,13,6,53,181,4407
"792","55115100500","Census Tract 1005, Shawano County, Wisconsin",3707,118,3055,20,543,33,0,56,168,5100
"793","55115100600","Census Tract 1006, Shawano County, Wisconsin",2995,53,1969,9,1000,3,0,14,244,4162
"794","55115100700","Census Tract 1007, Shawano County, Wisconsin",2391,90,2283,1,40,3,0,64,68,3074
"795","55115100800","Census Tract 1008, Shawano County, Wisconsin",3453,80,3278,10,92,13,0,60,130,4567
"796","55115100900","Census Tract 1009, Shawano County, Wisconsin",2962,11,2915,0,39,8,0,0,55,3732
"797","55115101000","Census Tract 1010, Shawano County, Wisconsin",2716,31,2643,8,35,11,0,19,33,3674
"798","55115101100","Census Tract 1011, Shawano County, Wisconsin",2921,33,2849,4,22,32,0,14,68,3908
"799","55117000100","Census Tract 1, Sheboygan County, Wisconsin",2588,166,2341,39,11,119,2,76,145,3650
"800","55117000201","Census Tract 2.01, Sheboygan County, Wisconsin",1900,297,1384,84,26,269,0,137,163,2908
"801","55117000202","Census Tract 2.02, Sheboygan County, Wisconsin",3128,287,2659,81,16,266,2,104,184,4415
"802","55117000300","Census Tract 3, Sheboygan County, Wisconsin",5363,415,4501,80,32,561,0,189,263,7248
"803","55117000400","Census Tract 4, Sheboygan County, Wisconsin",3269,216,2856,52,8,289,0,64,166,4344
"804","55117000500","Census Tract 5, Sheboygan County, Wisconsin",2546,351,1853,158,18,351,4,162,158,3627
"805","55117000800","Census Tract 8, Sheboygan County, Wisconsin",3510,731,2655,161,39,341,1,313,356,5299
"806","55117000900","Census Tract 9, Sheboygan County, Wisconsin",4097,472,3391,127,25,351,2,201,255,5538
"807","55117001000","Census Tract 10, Sheboygan County, Wisconsin",5535,452,4525,111,33,648,0,218,259,7545
"808","55117001100","Census Tract 11, Sheboygan County, Wisconsin",2716,231,2342,62,14,191,0,107,129,3750
"809","55117010100","Census Tract 101, Sheboygan County, Wisconsin",1124,26,1082,0,0,30,0,12,26,1429
"810","55117010200","Census Tract 102, Sheboygan County, Wisconsin",3667,223,3374,61,5,27,0,200,117,4718
"811","55117010300","Census Tract 103, Sheboygan County, Wisconsin",2561,24,2536,2,3,14,0,6,60,3080
"812","55117010400","Census Tract 104, Sheboygan County, Wisconsin",2420,105,2160,197,22,11,0,30,57,2989
"813","55117010502","Census Tract 105.02, Sheboygan County, Wisconsin",2980,74,2891,19,15,32,0,23,74,3798
"814","55117010503","Census Tract 105.03, Sheboygan County, Wisconsin",2685,78,2595,12,10,29,0,39,93,3526
"815","55117010504","Census Tract 105.04, Sheboygan County, Wisconsin",3437,43,3350,12,9,31,0,35,63,4440
"816","55117010601","Census Tract 106.01, Sheboygan County, Wisconsin",4308,138,4142,31,17,52,1,65,100,5517
"817","55117010602","Census Tract 106.02, Sheboygan County, Wisconsin",3474,105,3331,26,3,79,0,35,114,4373
"818","55117010700","Census Tract 107, Sheboygan County, Wisconsin",6835,197,6288,53,11,398,0,85,219,9192
"819","55117010800","Census Tract 108, Sheboygan County, Wisconsin",2832,85,2678,7,20,88,0,39,87,3676
"820","55117010900","Census Tract 109, Sheboygan County, Wisconsin",2362,50,2293,14,10,27,0,18,34,3100
"821","55117011000","Census Tract 110, Sheboygan County, Wisconsin",2094,60,2041,4,7,10,0,32,76,2715
"822","55117011100","Census Tract 111, Sheboygan County, Wisconsin",3053,96,2677,320,38,18,0,0,49,3664
"823","55117011200","Census Tract 112, Sheboygan County, Wisconsin",2792,99,2704,6,9,24,0,49,73,3511
"824","55117011301","Census Tract 113.01, Sheboygan County, Wisconsin",3295,89,3219,8,3,20,0,45,89,4409
"825","55115100100","Census Tract 1001, Shawano County, Wisconsin",2134,92,2049,2,47,0,0,36,51,2784
"826","55117011302","Census Tract 113.02, Sheboygan County, Wisconsin",2237,71,2191,5,5,14,0,22,92,3024
"827","55117011400","Census Tract 114, Sheboygan County, Wisconsin",2007,174,1733,76,8,104,1,85,118,2549
"828","55117990000","Census Tract 9900, Sheboygan County, Wisconsin",0,0,0,0,0,0,0,0,0,0
"829","55119960100","Census Tract 9601, Taylor County, Wisconsin",3121,109,3020,7,7,14,0,73,62,4190
"830","55119960200","Census Tract 9602, Taylor County, Wisconsin",1527,11,1508,2,5,0,0,12,34,1990
"831","55119960300","Census Tract 9603, Taylor County, Wisconsin",2069,31,2046,6,0,2,0,15,51,2873
"832","55119960400","Census Tract 9604, Taylor County, Wisconsin",3541,57,3484,9,5,18,0,25,67,4602
"833","55119960500","Census Tract 9605, Taylor County, Wisconsin",2161,73,2093,14,4,15,0,35,74,2926
"834","55009021200","Census Tract 212, Brown County, Wisconsin",3830,151,3603,48,30,76,1,72,142,5102
"835","55009021301","Census Tract 213.01, Brown County, Wisconsin",2326,63,2141,35,63,58,0,29,95,2954
"836","55009021302","Census Tract 213.02, Brown County, Wisconsin",4699,130,4374,66,97,108,2,52,168,6209
"837","55009021303","Census Tract 213.03, Brown County, Wisconsin",2949,188,2583,85,76,113,1,91,124,3776
"838","55009021304","Census Tract 213.04, Brown County, Wisconsin",1744,70,1601,38,25,57,0,23,79,2206
"839","55009021400","Census Tract 214, Brown County, Wisconsin",5818,257,5556,37,32,56,0,137,209,8174
"840","55009021500","Census Tract 215, Brown County, Wisconsin",2399,101,2311,1,20,5,0,62,77,3248
"841","55009021600","Census Tract 216, Brown County, Wisconsin",4670,96,4552,11,44,20,0,43,150,6441
"842","55009940002","Census Tract 9400.02, Brown County, Wisconsin",3405,149,2864,46,375,77,3,40,164,4698
"843","55009940003","Census Tract 9400.03, Brown County, Wisconsin",2661,134,2095,64,398,50,0,54,166,3715
"844","55009940004","Census Tract 9400.04, Brown County, Wisconsin",1979,129,1585,49,242,48,0,55,132,2817
"845","55009940005","Census Tract 9400.05, Brown County, Wisconsin",5373,149,4466,36,712,127,0,32,204,7279
"846","55009940006","Census Tract 9400.06, Brown County, Wisconsin",3065,42,2850,20,115,66,1,13,72,4378
"847","55009940007","Census Tract 9400.07, Brown County, Wisconsin",2658,48,2505,8,19,103,1,22,89,3808
"848","55009940008","Census Tract 9400.08, Brown County, Wisconsin",4642,88,4221,23,76,290,4,28,145,6105
"849","55009980000","Census Tract 9800, Brown County, Wisconsin",1061,79,356,658,45,2,0,0,0,1062
"850","55023960400","Census Tract 9604, Crawford County, Wisconsin",2284,26,2259,4,3,11,0,7,65,2942
"851","55023960500","Census Tract 9605, Crawford County, Wisconsin",1347,33,1328,5,3,2,0,9,63,1747
"852","55023960600","Census Tract 9606, Crawford County, Wisconsin",2996,89,2700,229,33,15,1,18,80,3721
"853","55025000100","Census Tract 1, Dane County, Wisconsin",2250,149,1930,80,17,188,0,35,177,2813
"854","55025000201","Census Tract 2.01, Dane County, Wisconsin",1736,60,1570,50,6,82,0,28,87,2179
"855","55025000202","Census Tract 2.02, Dane County, Wisconsin",2460,143,2118,83,9,203,1,46,161,3120
"856","55025000204","Census Tract 2.04, Dane County, Wisconsin",4009,277,2808,363,15,714,0,109,233,5436
"857","55025000205","Census Tract 2.05, Dane County, Wisconsin",4183,155,3722,69,6,323,0,63,208,5271
"858","55025000301","Census Tract 3.01, Dane County, Wisconsin",3306,164,1909,145,5,1167,3,77,123,3718
"859","55025000302","Census Tract 3.02, Dane County, Wisconsin",1531,54,1310,18,7,173,0,23,61,2176
"860","55025000401","Census Tract 4.01, Dane County, Wisconsin",2784,116,2594,42,10,101,0,37,173,3705
"861","55025000402","Census Tract 4.02, Dane County, Wisconsin",1977,101,1727,57,4,153,2,34,113,2641
"862","55025000406","Census Tract 4.06, Dane County, Wisconsin",3197,165,2530,92,11,504,0,60,158,3882
"863","55025000407","Census Tract 4.07, Dane County, Wisconsin",3980,549,2674,668,33,298,5,302,320,5712
"864","55025000408","Census Tract 4.08, Dane County, Wisconsin",1846,125,1545,136,6,91,0,68,49,1989
"865","55025000409","Census Tract 4.09, Dane County, Wisconsin",3252,333,2156,286,15,624,6,165,234,4422
"866","55025000410","Census Tract 4.10, Dane County, Wisconsin",1523,151,1169,69,6,198,0,81,96,1790
"867","55025000501","Census Tract 5.01, Dane County, Wisconsin",3610,326,2911,295,20,206,0,178,249,4893
"868","55025000504","Census Tract 5.04, Dane County, Wisconsin",5308,539,4299,332,29,395,4,249,334,7139
"869","55025000505","Census Tract 5.05, Dane County, Wisconsin",2820,301,2239,272,11,179,1,118,228,3931
"870","55025000506","Census Tract 5.06, Dane County, Wisconsin",2323,472,1477,422,29,168,7,220,263,3535
"871","55025000600","Census Tract 6, Dane County, Wisconsin",3533,1617,1603,648,80,188,1,1013,481,5821
"872","55025000700","Census Tract 7, Dane County, Wisconsin",2452,116,2285,57,4,63,1,42,146,3359
"873","55025000800","Census Tract 8, Dane County, Wisconsin",3085,157,2681,80,17,253,1,53,193,3933
"874","55025000901","Census Tract 9.01, Dane County, Wisconsin",1639,46,1530,17,1,79,0,12,97,2246
"875","55025000902","Census Tract 9.02, Dane County, Wisconsin",4808,194,4083,63,7,564,1,90,253,5695
"876","55025001000","Census Tract 10, Dane County, Wisconsin",2005,57,1907,34,4,39,0,21,87,2518
"877","55025001101","Census Tract 11.01, Dane County, Wisconsin",4816,185,3044,186,17,1487,2,80,228,5511
"878","55025001102","Census Tract 11.02, Dane County, Wisconsin",4162,244,3152,64,18,849,2,77,338,4556
"879","55025001200","Census Tract 12, Dane County, Wisconsin",5360,290,4580,265,21,399,13,82,320,6436
"880","55025001300","Census Tract 13, Dane County, Wisconsin",1913,102,1687,92,18,72,0,44,124,2399
"881","55025001401","Census Tract 14.01, Dane County, Wisconsin",4106,1263,1884,748,71,632,4,767,511,6037
"882","55025001402","Census Tract 14.02, Dane County, Wisconsin",3852,663,2500,797,37,195,1,322,384,5429
"883","55025001404","Census Tract 14.04, Dane County, Wisconsin",3681,609,2455,622,42,232,0,330,319,5312
"884","55025001405","Census Tract 14.05, Dane County, Wisconsin",2659,345,2138,196,8,137,0,180,190,3380
"885","55025001501","Census Tract 15.01, Dane County, Wisconsin",1732,309,1247,230,11,56,3,185,162,2377
"886","55025001502","Census Tract 15.02, Dane County, Wisconsin",3775,1117,2174,736,38,210,1,616,535,5614
"887","55025001603","Census Tract 16.03, Dane County, Wisconsin",5536,349,3671,83,34,1620,0,128,358,6733
"888","55025001604","Census Tract 16.04, Dane County, Wisconsin",5841,435,4880,120,21,704,3,113,472,6598
"889","55025001605","Census Tract 16.05, Dane County, Wisconsin",2974,187,2527,88,4,294,4,57,230,3324
"890","55025001606","Census Tract 16.06, Dane County, Wisconsin",6762,452,5462,206,16,952,15,111,500,7514
"891","55025001704","Census Tract 17.04, Dane County, Wisconsin",3868,157,3200,323,3,309,0,33,174,4154
"892","55025001706","Census Tract 17.06, Dane County, Wisconsin",2462,184,2094,115,15,163,5,70,192,2788
"893","55025001707","Census Tract 17.07, Dane County, Wisconsin",1512,119,1277,54,12,138,0,31,118,1680
"894","55025001802","Census Tract 18.02, Dane County, Wisconsin",3192,193,2831,141,8,167,1,44,241,3705
"895","55025001804","Census Tract 18.04, Dane County, Wisconsin",3766,245,3108,285,27,257,0,89,227,4431
"896","55079000700","Census Tract 7, Milwaukee County, Wisconsin",2473,143,625,1651,6,127,3,61,142,3572
"897","55079000800","Census Tract 8, Milwaukee County, Wisconsin",3352,178,797,2222,9,250,1,73,218,4906
"898","55079000900","Census Tract 9, Milwaukee County, Wisconsin",2195,123,470,1527,1,138,2,57,117,3534
"899","55079001000","Census Tract 10, Milwaukee County, Wisconsin",2241,138,385,1741,5,43,0,67,110,3336
"900","55079001100","Census Tract 11, Milwaukee County, Wisconsin",1738,51,184,1480,7,45,0,22,55,2648
"901","55079001200","Census Tract 12, Milwaukee County, Wisconsin",1706,57,127,1168,4,376,2,29,50,2888
"902","55079001300","Census Tract 13, Milwaukee County, Wisconsin",2359,100,270,1693,26,291,0,79,89,3684
"903","55079001400","Census Tract 14, Milwaukee County, Wisconsin",1413,53,221,931,3,237,0,21,59,2280
"904","55079001500","Census Tract 15, Milwaukee County, Wisconsin",2071,52,291,1244,11,481,3,41,44,3176
"905","55079001600","Census Tract 16, Milwaukee County, Wisconsin",1781,68,262,1357,8,128,1,25,60,2786
"906","55079001700","Census Tract 17, Milwaukee County, Wisconsin",2898,126,563,2003,28,244,5,55,127,4399
"907","55079001800","Census Tract 18, Milwaukee County, Wisconsin",1535,83,253,1141,2,104,0,35,62,2256
"908","55079001900","Census Tract 19, Milwaukee County, Wisconsin",2137,104,318,1631,8,111,4,65,66,3260
"909","55079002000","Census Tract 20, Milwaukee County, Wisconsin",1566,74,155,1364,2,14,1,30,84,2319
"910","55079002100","Census Tract 21, Milwaukee County, Wisconsin",1510,50,106,1356,4,19,0,25,58,2228
"911","55079002200","Census Tract 22, Milwaukee County, Wisconsin",1227,106,464,692,1,26,0,44,93,1802
"912","55079002300","Census Tract 23, Milwaukee County, Wisconsin",2786,104,133,2591,14,15,0,33,80,3919
"913","55079002400","Census Tract 24, Milwaukee County, Wisconsin",1482,51,58,1344,7,19,0,54,53,2150
"914","55079002500","Census Tract 25, Milwaukee County, Wisconsin",1344,69,103,1196,8,13,0,24,67,2041
"915","55079002600","Census Tract 26, Milwaukee County, Wisconsin",1740,96,89,1612,15,10,0,14,92,2659
"916","55079002700","Census Tract 27, Milwaukee County, Wisconsin",1288,55,107,1115,8,21,2,35,53,1984
"917","55079002800","Census Tract 28, Milwaukee County, Wisconsin",1397,58,126,1169,11,62,0,29,57,2121
"918","55079002900","Census Tract 29, Milwaukee County, Wisconsin",1346,59,151,1075,1,84,0,35,66,2146
"919","55079003000","Census Tract 30, Milwaukee County, Wisconsin",2562,118,386,1960,9,140,0,67,109,3712
"920","55079003100","Census Tract 31, Milwaukee County, Wisconsin",2404,88,252,1868,11,221,0,52,68,3415
"921","55079003200","Census Tract 32, Milwaukee County, Wisconsin",1883,56,251,1361,12,232,0,27,59,2662
"922","55079003300","Census Tract 33, Milwaukee County, Wisconsin",3416,143,645,2362,0,338,1,70,149,5117
"923","55079003400","Census Tract 34, Milwaukee County, Wisconsin",4114,156,1306,2517,25,213,0,53,204,5745
"924","55079003500","Census Tract 35, Milwaukee County, Wisconsin",2328,83,291,1853,8,144,0,32,60,3213
"925","55079003600","Census Tract 36, Milwaukee County, Wisconsin",1246,43,119,1089,4,17,1,16,29,1697
"926","55079003700","Census Tract 37, Milwaukee County, Wisconsin",1618,69,198,1335,8,32,1,44,95,2305
"927","55079003800","Census Tract 38, Milwaukee County, Wisconsin",1483,51,101,1327,4,22,2,27,45,2060
"928","55079003900","Census Tract 39, Milwaukee County, Wisconsin",1853,62,69,1720,15,13,0,36,59,2587
"929","55079004000","Census Tract 40, Milwaukee County, Wisconsin",1549,22,75,1436,3,24,0,11,50,2475
"930","55079004100","Census Tract 41, Milwaukee County, Wisconsin",1661,83,74,1541,6,17,0,23,97,2493
"931","55079004200","Census Tract 42, Milwaukee County, Wisconsin",1841,52,42,1751,4,4,0,40,80,2689
"932","55079004300","Census Tract 43, Milwaukee County, Wisconsin",3476,122,137,3280,13,9,0,37,148,4931
"933","55079004400","Census Tract 44, Milwaukee County, Wisconsin",1980,114,479,1381,3,73,0,44,91,2682
"934","55079004500","Census Tract 45, Milwaukee County, Wisconsin",1444,55,41,1374,0,7,0,22,55,2179
"935","55079004600","Census Tract 46, Milwaukee County, Wisconsin",1850,31,41,1769,2,12,2,24,43,2683
"936","55079004700","Census Tract 47, Milwaukee County, Wisconsin",2532,48,48,2445,5,9,0,25,74,3599
"937","55079004800","Census Tract 48, Milwaukee County, Wisconsin",2435,94,95,2259,10,13,0,58,74,3525
"938","55079004900","Census Tract 49, Milwaukee County, Wisconsin",2930,134,480,2330,5,58,0,57,120,4256
"939","55079005000","Census Tract 50, Milwaukee County, Wisconsin",3294,146,802,2370,10,58,3,51,158,4591
"940","55079005100","Census Tract 51, Milwaukee County, Wisconsin",2384,57,326,1912,7,105,1,33,89,3369
"941","55119960600","Census Tract 9606, Taylor County, Wisconsin",2372,50,2328,3,8,6,3,24,47,3332
"942","55121100100","Census Tract 1001, Trempealeau County, Wisconsin",2551,41,2515,4,8,11,0,13,42,3423
"943","55121100200","Census Tract 1002, Trempealeau County, Wisconsin",2470,98,2401,6,12,9,0,42,71,3346
"944","55121100300","Census Tract 1003, Trempealeau County, Wisconsin",1818,313,1612,5,23,3,0,175,113,2555
"945","55121100400","Census Tract 1004, Trempealeau County, Wisconsin",3020,163,2888,15,14,1,0,102,106,4050
"946","55121100500","Census Tract 1005, Trempealeau County, Wisconsin",2194,72,2152,4,14,0,0,24,71,3038
"947","55121100600","Census Tract 1006, Trempealeau County, Wisconsin",3067,1383,1950,10,136,1,0,970,211,4858
"948","55121100700","Census Tract 1007, Trempealeau County, Wisconsin",4283,57,4200,10,10,25,0,38,82,5599
"949","55121100800","Census Tract 1008, Trempealeau County, Wisconsin",2973,31,2916,9,3,20,0,25,78,3891
"950","55123960100","Census Tract 9601, Vernon County, Wisconsin",2961,36,2914,8,7,4,0,28,79,4399
"951","55123960200","Census Tract 9602, Vernon County, Wisconsin",2847,62,2782,5,4,16,1,39,65,4319
"952","55123960300","Census Tract 9603, Vernon County, Wisconsin",3303,54,3244,10,4,19,1,25,70,4509
"953","55123960400","Census Tract 9604, Vernon County, Wisconsin",3863,70,3758,48,7,18,0,32,101,5017
"954","55123960500","Census Tract 9605, Vernon County, Wisconsin",2561,17,2515,9,9,10,0,18,83,3583
"955","55123960600","Census Tract 9606, Vernon County, Wisconsin",3486,28,3459,6,4,7,0,10,66,4800
"956","55123960700","Census Tract 9607, Vernon County, Wisconsin",3160,33,3127,7,10,1,1,14,89,4087
"957","55125940000","Census Tract 9400, Vilas County, Wisconsin",2574,41,1259,8,1294,0,0,13,95,3573
"958","55125950201","Census Tract 9502.01, Vilas County, Wisconsin",2454,33,2407,1,22,10,0,14,68,2952
"959","55125950202","Census Tract 9502.02, Vilas County, Wisconsin",1247,12,1233,2,5,1,0,6,59,1481
"960","55125950501","Census Tract 9505.01, Vilas County, Wisconsin",2503,49,2463,0,20,5,0,15,82,3060
"961","55125950502","Census Tract 9505.02, Vilas County, Wisconsin",2565,45,2471,32,39,5,0,18,73,3191
"962","55125950601","Census Tract 9506.01, Vilas County, Wisconsin",2375,25,2339,0,12,7,0,17,43,2693
"963","55125950602","Census Tract 9506.02, Vilas County, Wisconsin",1573,18,1551,0,7,4,0,11,28,1738
"964","55125950700","Census Tract 9507, Vilas County, Wisconsin",3578,41,3515,6,31,16,0,10,136,4359
"965","55127000102","Census Tract 1.02, Walworth County, Wisconsin",2061,70,2019,13,1,11,0,17,68,2633
"966","55127000103","Census Tract 1.03, Walworth County, Wisconsin",2071,73,2016,16,11,5,0,23,69,2758
"967","55127000104","Census Tract 1.04, Walworth County, Wisconsin",2670,59,2645,10,3,4,0,8,74,3510
"968","55127000201","Census Tract 2.01, Walworth County, Wisconsin",2878,57,2833,0,4,19,0,22,90,3681
"969","55127000202","Census Tract 2.02, Walworth County, Wisconsin",2257,44,2218,5,0,4,0,30,47,2888
"970","55127000301","Census Tract 3.01, Walworth County, Wisconsin",2450,74,2393,9,19,5,0,24,92,3038
"971","55127000303","Census Tract 3.03, Walworth County, Wisconsin",2636,96,2553,13,0,10,0,60,107,3457
"972","55127000304","Census Tract 3.04, Walworth County, Wisconsin",2133,146,2066,1,6,10,0,50,110,2864
"973","55127000400","Census Tract 4, Walworth County, Wisconsin",2967,392,2666,65,5,53,0,178,209,4007
"974","55127000501","Census Tract 5.01, Walworth County, Wisconsin",3812,274,3226,244,21,129,0,192,109,4092
"975","55127000502","Census Tract 5.02, Walworth County, Wisconsin",2985,358,2658,76,20,57,3,171,183,3771
"976","55127000600","Census Tract 6, Walworth County, Wisconsin",3936,617,3567,30,20,16,5,298,358,5496
"977","55127000701","Census Tract 7.01, Walworth County, Wisconsin",2764,845,2285,49,41,27,2,360,344,4200
"978","55127000702","Census Tract 7.02, Walworth County, Wisconsin",3199,833,2758,40,31,43,0,327,400,4652
"979","55127000801","Census Tract 8.01, Walworth County, Wisconsin",1357,191,1230,12,5,12,0,98,107,1810
"980","55127000802","Census Tract 8.02, Walworth County, Wisconsin",2175,193,2062,9,3,21,0,80,118,2707
"981","55127000901","Census Tract 9.01, Walworth County, Wisconsin",4301,420,4061,29,5,50,0,156,298,6115
"982","55127000902","Census Tract 9.02, Walworth County, Wisconsin",2463,376,2236,12,25,35,0,155,204,3587
"983","55127001000","Census Tract 10, Walworth County, Wisconsin",3837,169,3727,26,13,21,0,50,148,5036
"984","55127001501","Census Tract 15.01, Walworth County, Wisconsin",2717,186,2586,9,13,34,0,75,163,3485
"985","55127001503","Census Tract 15.03, Walworth County, Wisconsin",1703,382,1491,7,4,22,0,179,181,2369
"986","55025001902","Census Tract 19.02, Dane County, Wisconsin",2366,104,2177,64,16,82,0,27,149,2805
"987","55025002000","Census Tract 20, Dane County, Wisconsin",4926,356,4313,326,20,125,0,142,308,6332
"988","55025002100","Census Tract 21, Dane County, Wisconsin",3796,275,3355,219,24,79,0,119,280,4761
"989","55025002200","Census Tract 22, Dane County, Wisconsin",3323,237,2606,494,18,104,6,95,241,4313
"990","55025002301","Census Tract 23.01, Dane County, Wisconsin",2112,199,1346,498,10,155,1,102,173,3189
"991","55025002302","Census Tract 23.02, Dane County, Wisconsin",1579,59,1266,197,16,55,4,41,42,1851
"992","55025002401","Census Tract 24.01, Dane County, Wisconsin",2639,146,2274,192,17,88,0,68,156,3387
"993","55025002402","Census Tract 24.02, Dane County, Wisconsin",2649,246,1882,421,16,228,0,102,216,3756
"994","55025002500","Census Tract 25, Dane County, Wisconsin",1676,297,1063,312,26,98,0,177,117,2409
"995","55025002601","Census Tract 26.01, Dane County, Wisconsin",1432,151,1082,198,6,46,0,100,85,1847
"996","55025002602","Census Tract 26.02, Dane County, Wisconsin",4409,699,3150,518,46,305,8,382,431,6036
"997","55025002603","Census Tract 26.03, Dane County, Wisconsin",3974,502,2695,566,28,397,0,288,299,5409
"998","55025002700","Census Tract 27, Dane County, Wisconsin",2781,124,2582,91,13,47,2,46,141,3427
"999","55025002800","Census Tract 28, Dane County, Wisconsin",1780,101,1658,41,3,27,2,49,106,2196
"1000","55025002900","Census Tract 29, Dane County, Wisconsin",2592,220,2256,150,7,85,0,94,177,3315
"1001","55025003001","Census Tract 30.01, Dane County, Wisconsin",3638,165,3210,215,8,137,0,68,192,4775
"1002","55025003002","Census Tract 30.02, Dane County, Wisconsin",2548,384,1665,502,9,125,3,244,234,3558
"1003","55025003100","Census Tract 31, Dane County, Wisconsin",4706,291,4110,320,34,113,1,128,268,6228
"1004","55025003200","Census Tract 32, Dane County, Wisconsin",1675,155,628,90,12,884,0,61,180,2436
"1005","55025010100","Census Tract 101, Dane County, Wisconsin",1560,79,1322,34,4,191,0,9,111,2135
"1006","55025010200","Census Tract 102, Dane County, Wisconsin",1011,22,995,6,0,10,0,0,26,1335
"1007","55025010300","Census Tract 103, Dane County, Wisconsin",2916,137,2751,55,7,49,3,51,139,3804
"1008","55025010400","Census Tract 104, Dane County, Wisconsin",2726,102,2551,69,19,38,4,45,116,3569
"1009","55025010501","Census Tract 105.01, Dane County, Wisconsin",2773,181,2387,151,31,135,1,68,199,4132
"1010","55025010503","Census Tract 105.03, Dane County, Wisconsin",3615,50,3480,22,13,91,0,9,121,5090
"1011","55025010504","Census Tract 105.04, Dane County, Wisconsin",2705,97,2549,64,7,43,2,40,91,3591
"1012","55025010600","Census Tract 106, Dane County, Wisconsin",4058,119,3951,15,5,43,4,40,170,5111
"1013","55025010701","Census Tract 107.01, Dane County, Wisconsin",4770,209,4332,123,8,224,0,83,238,6351
"1014","55025010702","Census Tract 107.02, Dane County, Wisconsin",7131,389,6253,215,20,510,4,129,414,9079
"1015","55025010801","Census Tract 108.01, Dane County, Wisconsin",5022,300,4387,151,12,361,0,111,269,6654
"1016","55025010802","Census Tract 108.02, Dane County, Wisconsin",3714,134,3459,49,20,125,0,61,174,5415
"1017","55025010903","Census Tract 109.03, Dane County, Wisconsin",3503,112,2913,74,5,493,3,15,170,4530
"1018","55025010905","Census Tract 109.05, Dane County, Wisconsin",4437,220,3650,90,11,603,1,82,185,5288
"1019","55025010906","Census Tract 109.06, Dane County, Wisconsin",3306,103,2469,56,6,748,4,23,157,4849
"1020","55025010907","Census Tract 109.07, Dane County, Wisconsin",4091,106,3733,44,3,257,0,54,164,5614
"1021","55025010908","Census Tract 109.08, Dane County, Wisconsin",3781,108,3485,67,6,183,0,40,139,5221
"1022","55025001901","Census Tract 19.01, Dane County, Wisconsin",3623,155,3304,150,24,88,0,57,221,4232
"1023","55025011000","Census Tract 110, Dane County, Wisconsin",3447,137,3155,61,12,161,0,58,164,4566
"1024","55025011101","Census Tract 111.01, Dane County, Wisconsin",3705,424,3106,238,27,149,2,183,268,5107
"1025","55025011103","Census Tract 111.03, Dane County, Wisconsin",4186,232,3703,135,26,224,0,98,263,5382
"1026","55025011104","Census Tract 111.04, Dane County, Wisconsin",3130,88,2757,41,5,298,0,29,132,4415
"1027","55025011201","Census Tract 112.01, Dane County, Wisconsin",2985,100,2809,52,1,78,0,45,119,3967
"1028","55025011202","Census Tract 112.02, Dane County, Wisconsin",4489,149,4254,41,0,109,0,85,184,6464
"1029","55025011301","Census Tract 113.01, Dane County, Wisconsin",5201,154,4978,54,16,96,3,54,193,7366
"1030","55025011302","Census Tract 113.02, Dane County, Wisconsin",2239,127,2120,26,4,34,0,55,105,3035
